"","player","round","club","opponent","was_home","total_points","goals","assists","minutes","club_elo","opponent_elo","position","value","influence_form","creativity_form","threat_form","ict_index_form","date_hour","kickoff_hour","range_day","team_scoring_form","team_conceded_form","opponent_scoring_form","opponent_conceded_form","team_form","opponent_form","fpl_form","goals_90","assists_90","npxG_90","npg_90","xG_90","xGChain_90","xGBuildup_90","xA_90","shots_90","key_passes_90","season","minutes_chance","scoring_chance","conceded_chance"
"1","Abdoulaye Doucouré","5","WAT","MUN","True",8,0,1,90,1666.494,1860.189,"DM",59,14.25,20.85,5.5,4.05,"2018-09-15 17:30:00","afternoon kick-off",13.062,2.25,0.75,1.5,1.75,2.125,1.125,2.75,0,0.25,0.015,0,0.015,0.045,0.059,0.175,0.5,1.5,"2018/2019",1,2,1.125
"2","Abdoulaye Doucouré","6","WAT","FUL","False",2,0,0,90,1660.17,1623.768,"DM",59,19.1,17.825,9.75,4.675,"2018-09-22 12:30:00","lunchtime kick-off",6.792,2,1.25,1.75,2.5,1.625,0.875,4,0,0.5,0.038,0,0.038,0.075,0.102,0.179,1.5,1.25,"2018/2019",1,2.25,1.5
"3","Abdoulaye Doucouré","7","WAT","ARS","False",1,0,0,90,1661.034,1821.44,"DM",59,14.7,19.125,11.5,4.55,"2018-09-29 15:00:00","afternoon kick-off",7.104,1.5,1.25,2.5,1,1.375,2.25,3,0,0.25,0.058,0,0.058,0.089,0.082,0.105,1.75,1.5,"2018/2019",1,1.25,1.875
"4","Abdoulaye Doucouré","8","WAT","BOU","True",1,0,0,90,1652.424,1671.295,"DM",59,14.5,12.85,10.75,3.825,"2018-10-06 15:00:00","afternoon kick-off",7,1,1.5,1.5,2.25,0.875,1,2.75,0,0.25,0.197,0,0.197,0.259,0.129,0.068,2,1,"2018/2019",1,1.625,1.5
"5","Abdoulaye Doucouré","9","WAT","WOL","False",11,0,2,90,1634.187,1631.152,"DM",59,15,13.225,14.25,4.25,"2018-10-20 15:00:00","afternoon kick-off",14,0.5,2.25,1.25,0.25,0.375,2,3,0,0.25,0.211,0,0.211,0.24,0.128,0.068,2.5,1,"2018/2019",1,0.375,1.75
"6","Abdoulaye Doucouré","10","WAT","HUD","True",3,0,0,90,1650.253,1542.15,"DM",59,21.6,21.075,18.75,6.15,"2018-10-27 15:00:00","afternoon kick-off",7,0.75,1.75,0.5,1.75,1,0.375,3.75,0,0.5,0.297,0,0.297,0.405,0.127,0.137,2,1.75,"2018/2019",1,1.25,1.125
"7","Abdoulaye Doucouré","11","WAT","NEW","False",2,0,0,90,1657.461,1624.913,"DM",59,22,18.825,17,5.775,"2018-11-03 15:00:00","afternoon kick-off",7,1.25,1.5,0.5,1.5,1.125,0.375,4,0,0.5,0.277,0,0.277,0.443,0.269,0.13,1.75,1.5,"2018/2019",1,1.375,1
"8","Abdoulaye Doucouré","12","WAT","SOU","False",2,0,0,90,1648.532,1621.062,"DM",59,25.4,19.1,14.75,5.925,"2018-11-10 15:00:00","afternoon kick-off",7,1.25,1.25,0.25,2.25,1.125,0.625,4.25,0,0.5,0.123,0,0.123,0.386,0.349,0.246,1,1.5,"2018/2019",1,1.75,0.75
"9","Abdoulaye Doucouré","13","WAT","LIV","True",2,0,0,90,1649.603,1912.747,"DM",59,28,21.575,11.75,6.125,"2018-11-24 15:00:00","afternoon kick-off",14,1.5,0.5,2,0.5,1.5,2,4.5,0,0.5,0.109,0,0.109,0.133,0.338,0.252,0.5,1.75,"2018/2019",1,1,1.25
"10","Abdoulaye Doucouré","14","WAT","LEI","False",2,0,0,90,1644.685,1687.636,"DM",59,16.1,10.9,2.5,2.925,"2018-12-01 15:00:00","afternoon kick-off",7,1,1.25,0.75,0.5,0.875,1.5,2.25,0,0,0,0,0,0.005,0.301,0.156,0,0.75,"2018/2019",1,0.75,1
"11","Abdoulaye Doucouré","15","WAT","MCI","True",8,1,0,90,1636.898,1998.796,"DM",59,13.25,8.7,5.75,2.75,"2018-12-04 20:00:00","night kick-off",3.208,0.25,1.75,4,0.75,0.375,2.125,2,0,0,0.018,0,0.018,0.089,0.234,0.132,0.5,0.5,"2018/2019",1,0.5,2.875
"12","Abdoulaye Doucouré","16","WAT","EVE","False",8,1,0,90,1634.96,1704.15,"DM",59,19.65,8.325,34.75,6.25,"2018-12-10 20:00:00","night kick-off",6,0.5,2,0.5,0.5,0.375,1.125,3.5,0.25,0,0.417,0.25,0.417,0.503,0.102,0.092,1.75,0.5,"2018/2019",1,0.5,1.25
"13","Abdoulaye Doucouré","17","WAT","CAR","True",5,0,1,90,1637.477,1562.898,"DM",59,28.5,5.675,48.5,8.25,"2018-12-15 15:00:00","afternoon kick-off",4.792,0.75,2.25,1,1.25,0.375,1,5,0.5,0,0.571,0.5,0.571,0.587,0.103,0.086,2.5,0.25,"2018/2019",1,1,1.625
"14","Abdoulaye Doucouré","18","WAT","WHU","False",3,0,0,90,1642.402,1698.954,"DM",59,35.15,12.85,53.25,10.125,"2018-12-22 15:00:00","afternoon kick-off",7,1.5,2,2.75,0.75,0.875,2.25,5.75,0.5,0.25,0.597,0.5,0.597,0.868,0.262,0.193,2.75,0.75,"2018/2019",1,1.125,2.375
"15","Abdoulaye Doucouré","19","WAT","CHE","True",2,0,0,90,1657.985,1849.51,"DM",59,39.3,12.45,54.25,10.6,"2018-12-26 19:30:00","night kick-off",4.188,2,1.5,1.25,1,1.5,1.125,6,0.5,0.25,0.682,0.5,0.682,0.783,0.288,0.193,2.5,0.75,"2018/2019",1,1.5,1.375
"16","Abdoulaye Doucouré","20","WAT","NEW","True",7,1,0,36,1653.301,1626.623,"DM",59,29.05,13.675,43,8.575,"2018-12-29 15:00:00","afternoon kick-off",2.812,2,1.5,0.5,1.5,1.5,0.875,4.5,0.25,0.25,0.438,0.25,0.438,0.523,0.309,0.192,2.5,0.75,"2018/2019",1,1.75,1
"17","Abdoulaye Doucouré","21","WAT","BOU","False",0,0,0,55,1650.978,1661.28,"DM",59,24.9,14.5,33,7.25,"2019-01-02 19:45:00","night kick-off",4.198,1.75,1.25,0.75,2.75,1.375,0.5,4.25,0.294,0.294,0.412,0.294,0.412,0.412,0.341,0.226,2.353,0.882,"2018/2019",0.85,2.25,1
"18","Abdoulaye Doucouré","22","WAT","CRY","False",2,0,0,90,1652.76,1667.364,"DM",59,16.2,12.3,28.5,5.7,"2019-01-12 15:00:00","afternoon kick-off",9.802,1.75,1.5,1.25,0.75,1.25,1.5,3,0.332,0,0.445,0.332,0.445,0.499,0.182,0.151,2.657,0.996,"2018/2019",0.753,1.25,1.375
"19","Abdoulaye Doucouré","23","WAT","BUR","True",0,0,0,0,1662.314,1622.993,"DM",59,14.25,14.9,24.25,5.35,"2019-01-19 15:00:00","afternoon kick-off",7,1.75,1.75,1.75,1.75,1.25,1.625,2.75,0.332,0,0.337,0.332,0.337,0.384,0.095,0.176,2.989,1.328,"2018/2019",0.753,1.75,1.75
"20","Abdoulaye Doucouré","24","WAT","TOT","False",0,0,0,0,1659.687,1895.382,"DM",59,12.4,10.725,5.5,2.875,"2019-01-30 20:00:00","night kick-off",11.208,1.5,1.25,1.5,1.25,1.5,1.25,2.25,0,0,0,0,0,0,0,0,0,1.492,"2018/2019",0.503,1.375,1.375
"21","Abdoulaye Doucouré","25","WAT","BHA","False",0,0,0,0,1657.584,1623.371,"DM",59,3.75,9.15,0.75,1.375,"2019-02-02 15:00:00","afternoon kick-off",2.792,1.5,1.5,1.25,2.25,1.25,0.375,0.5,0,0,0,0,0,0,0,0,0,1.862,"2018/2019",0.403,1.875,1.375
"22","Abdoulaye Doucouré","26","WAT","EVE","True",3,0,0,90,1658.306,1671.957,"DM",59,3.35,3.575,0.5,0.75,"2019-02-09 15:00:00","afternoon kick-off",7,0.75,0.75,0.75,1.75,1.25,0.625,0.5,0,0,0,0,0,0,0,0,0,1,"2018/2019",0.25,1.25,0.75
"23","Abdoulaye Doucouré","27","WAT","CAR","False",6,0,1,90,1666.925,1578.669,"DM",59,3.9,3.4,0,0.725,"2019-02-22 19:45:00","night kick-off",13.198,0.5,0.5,1.25,1.5,1.125,1.125,0.75,0,0,0,0,0,0,0,0,0,1,"2018/2019",0.25,1,0.875
"24","Abdoulaye Doucouré","28","WAT","LIV","False",2,0,0,90,1681.551,1939.854,"DM",59,13.1,9.35,0,2.25,"2019-02-27 20:00:00","night kick-off",5.01,1.75,0.75,1.25,0.5,1.5,1.5,2.25,0,0.5,0,0,0,0,0,0,0,1,"2018/2019",0.5,1.125,1
"25","Abdoulaye Doucouré","29","WAT","LEI","True",1,0,0,90,1677.432,1671.005,"DM",59,18.05,10.025,0,2.825,"2019-03-03 12:00:00","lunchtime kick-off",3.667,1.5,1.5,1,2.25,1.5,0.5,2.75,0,0.333,0,0,0,0,0,0,0,0.667,"2018/2019",0.75,1.875,1.25
"26","Abdoulaye Doucouré","30","WAT","MCI","False",2,0,0,90,1690.193,1990.931,"DM",59,23.6,10.8,2.25,3.675,"2019-03-09 17:30:00","afternoon kick-off",6.229,2,1.75,2.5,0,1.625,2.25,3,0,0.25,0.006,0,0.006,0.006,0.157,0.212,0.25,0.5,"2018/2019",1,1,2.125
"27","Abdoulaye Doucouré","32","WAT","MUN","False",10,1,0,90,1700.414,1900.193,"DM",59,21.3,7.725,2.25,3.15,"2019-03-30 15:00:00","afternoon kick-off",20.896,2,2.5,1.5,1.25,1.125,1.375,2.75,0,0.25,0.006,0,0.006,0.006,0.157,0.203,0.25,0.25,"2018/2019",1,1.625,2
"28","Abdoulaye Doucouré","32","WAT","FUL","True",7,1,0,90,1697.932,1560.098,"DM",59,22.15,5.85,16,4.425,"2019-04-02 19:45:00","night kick-off",3.198,1,2.75,0.75,2.25,0.5,0,3.75,0.25,0,0.188,0.25,0.188,0.261,0.243,0.015,1.25,0.25,"2018/2019",1,1.625,1.75
"29","Abdoulaye Doucouré","34","WAT","ARS","True",2,0,0,90,1707.719,1888.784,"DM",59,31.4,11.325,29.5,7.225,"2019-04-15 20:00:00","night kick-off",13.01,2,1.75,1.25,0.5,1,1.375,5,0.5,0,0.242,0.5,0.242,0.316,0.313,0.042,2,0.75,"2018/2019",1,1.25,1.5
"30","Abdoulaye Doucouré","35","WAT","HUD","False",5,0,1,90,1704.304,1505.007,"DM",60,27.7,13.625,27.75,6.925,"2019-04-20 15:00:00","afternoon kick-off",4.792,1.5,1.75,1,3.5,0.5,0,5.25,0.5,0,0.236,0.5,0.236,0.252,0.323,0.047,1.75,1,"2018/2019",1,2.5,1.375
"31","Abdoulaye Doucouré","35","WAT","SOU","True",1,0,0,90,1709.217,1679.214,"DM",60,30.35,17.125,37.5,8.5,"2019-04-23 19:45:00","night kick-off",3.198,1.75,1.25,1.5,1.75,1.125,1.125,6,0.5,0.25,0.292,0.5,0.292,0.318,0.33,0.066,2.25,1.25,"2018/2019",1,1.75,1.375
"32","Abdoulaye Doucouré","36","WAT","WOL","True",2,0,0,90,1706.374,1697.286,"DM",60,24.4,20.05,30,7.425,"2019-04-27 15:00:00","afternoon kick-off",3.802,1.75,1,1.5,1.25,1.375,1.25,3.75,0.25,0.25,0.134,0.25,0.134,0.203,0.147,0.072,1.5,1.5,"2018/2019",1,1.5,1.25
"33","Abdoulaye Doucouré","37","WAT","CHE","False",1,0,0,90,1692.218,1858.029,"DM",59,13.75,17.15,17,4.775,"2019-05-05 14:00:00","lunchtime kick-off",7.958,1,1.25,1.25,1.25,0.875,1.125,2.5,0,0.25,0.08,0,0.08,0.122,0.103,0.049,0.75,1.25,"2018/2019",1,1.125,1.25
"34","Abdoulaye Doucouré","38","WAT","WHU","True",2,0,0,90,1701.092,1712.852,"DM",58,15.05,20.15,22.5,5.75,"2019-05-12 15:00:00","afternoon kick-off",7.042,1,1.75,1.75,1,0.875,1.375,2.25,0,0.25,0.146,0,0.146,0.152,0.126,0.064,1.5,1.5,"2018/2019",1,1,1.75
"35","Aaron Mooy","5","HUD","CRY","True",2,0,0,90,1557.137,1668.884,"AM",54,13.15,9.6,3.75,2.65,"2018-09-15 15:00:00","afternoon kick-off",14,0.5,2.5,0.75,1.5,0.625,0.625,1.75,0,0,0,0,0,0,0,0,0,0.667,"2018/2019",0.75,1,1.625
"36","Aaron Mooy","6","HUD","LEI","False",2,0,0,90,1548.791,1687.533,"AM",53,10.45,11.675,9.25,3.15,"2018-09-22 15:00:00","afternoon kick-off",7,0.5,2,1.75,1.75,0.625,1.125,1.75,0,0,0,0,0,0,0,0,0,0.667,"2018/2019",0.75,1.125,1.875
"37","Aaron Mooy","7","HUD","TOT","True",2,0,0,90,1543.915,1899.047,"AM",53,12.5,12.55,9.5,3.475,"2018-09-29 15:00:00","afternoon kick-off",7,0.5,1.25,1.75,1.25,0.625,1.25,2.25,0,0,0.045,0,0.045,0.048,0.143,0.012,1.75,0.5,"2018/2019",1,0.875,1.5
"38","Aaron Mooy","8","HUD","BUR","False",2,0,0,90,1536.368,1651.942,"AM",53,11.25,13.125,10.75,3.525,"2018-10-06 15:00:00","afternoon kick-off",7,0.5,1.75,1.5,1,0.375,1.125,2,0,0,0.048,0,0.048,0.053,0.148,0.005,2,0.5,"2018/2019",1,0.75,1.625
"39","Aaron Mooy","9","HUD","LIV","True",2,0,0,90,1541.172,1928.384,"AM",52,10.4,28.375,15.75,5.475,"2018-10-20 17:30:00","afternoon kick-off",14.104,0.5,1.75,1.5,0.5,0.375,1.75,2,0,0,0.058,0,0.058,0.085,0.176,0.131,2.25,1.75,"2018/2019",1,0.5,1.625
"40","Aaron Mooy","10","HUD","WAT","False",1,0,0,90,1542.15,1650.253,"AM",52,13.35,27.3,12.25,5.3,"2018-10-27 15:00:00","afternoon kick-off",6.896,0.5,1.75,0.75,1.75,0.375,1,2,0,0,0.03,0,0.03,0.112,0.104,0.147,1.5,1.75,"2018/2019",1,1.125,1.25
"41","Aaron Mooy","11","HUD","FUL","True",3,0,0,90,1534.943,1580.735,"AM",52,16.45,39.725,23,7.925,"2018-11-05 20:00:00","night kick-off",9.208,0.25,1.75,0.75,3.75,0.375,0,1.75,0,0,0.057,0,0.057,0.097,0.117,0.191,2,2.75,"2018/2019",1,2,1.25
"42","Aaron Mooy","12","HUD","WHU","True",2,0,0,90,1541.002,1669.52,"AM",52,19.1,43.45,23.25,8.6,"2018-11-10 15:00:00","afternoon kick-off",4.792,0.5,1.25,1.25,1.25,0.875,0.875,2,0,0,0.085,0,0.085,0.099,0.126,0.207,2,3,"2018/2019",1,0.875,1.25
"43","Aaron Mooy","13","HUD","WOL","False",16,2,0,90,1542.815,1616.346,"AM",51,18.3,33.225,16.75,6.825,"2018-11-25 16:00:00","afternoon kick-off",15.042,0.5,1.25,0.75,1.75,0.75,0.375,2,0,0,0.091,0,0.091,0.111,0.125,0.09,2,2,"2018/2019",1,1.125,1
"44","Aaron Mooy","14","HUD","BHA","True",2,0,0,62,1560.366,1627.538,"AM",51,34.2,36.875,22.25,9.35,"2018-12-01 15:00:00","afternoon kick-off",5.958,1,1,1,1.5,1.375,0.75,5.5,0.5,0,0.127,0.5,0.127,0.153,0.101,0.106,2.75,2.25,"2018/2019",1,1.25,1
"45","Aaron Mooy","15","HUD","BOU","False",1,0,0,90,1552.364,1678.809,"AM",51,31.9,27.6,13,7.275,"2018-12-04 19:45:00","night kick-off",3.198,1.25,0.75,1,2.25,1.375,0,5.75,0.542,0,0.118,0.542,0.118,0.104,0.093,0.092,2.44,1.627,"2018/2019",0.922,1.75,0.875
"46","Aaron Mooy","16","HUD","ARS","False",2,0,0,90,1548.588,1855.25,"AM",51,33.65,44.8,20,9.85,"2018-12-08 15:00:00","afternoon kick-off",3.802,1.25,1.25,2.25,1.5,0.875,1.75,5.25,0.542,0,0.129,0.542,0.129,0.24,0.202,0.148,2.982,2.711,"2018/2019",0.922,1.375,1.75
"47","Aaron Mooy","17","HUD","NEW","True",0,0,0,0,1546.144,1625.468,"AM",51,34.05,43.2,17.75,9.525,"2018-12-15 15:00:00","afternoon kick-off",7,1,1.25,1,1.75,0.625,1,5.25,0.542,0,0.104,0.542,0.104,0.14,0.2,0.14,2.169,2.711,"2018/2019",0.922,1.375,1.125
"48","Aaron Mooy","18","HUD","SOU","True",0,0,0,0,1538.475,1619.225,"AM",51,12.85,34,10.25,5.725,"2018-12-22 15:00:00","afternoon kick-off",7,0.5,1.5,1.5,2,0,0.75,1.25,0,0,0,0,0,0,0,0,0,2.975,"2018/2019",0.672,1.25,1.5
"49","Aaron Mooy","19","HUD","MUN","False",0,0,0,0,1527.594,1841.735,"AM",51,10,29.975,8.5,4.85,"2018-12-26 15:00:00","afternoon kick-off",4,0.5,1.75,3,1.75,0,1.375,0.75,0,0,0,0,0,0,0,0,0,3.5,"2018/2019",0.5,1.125,2.375
"50","Aaron Mooy","20","HUD","FUL","False",0,0,0,0,1525.503,1568.641,"AM",51,3.75,4.15,0,0.8,"2018-12-29 15:00:00","afternoon kick-off",3,0.5,2,0.5,1.75,0,0.625,0.5,0,0,0,0,0,0,0,0,0,1,"2018/2019",0.25,1.125,1.25
"51","Aaron Mooy","21","HUD","BUR","True",0,0,0,0,1519.846,1610.075,"AM",51,0,0,0,0,"2019-01-02 19:45:00","night kick-off",4.198,0.5,2,1,2.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,"2018/2019",0,1.375,1.5
"52","Aaron Mooy","22","HUD","CAR","False",0,0,0,0,1512.604,1564.875,"AM",51,0,0,0,0,"2019-01-12 15:00:00","afternoon kick-off",9.802,0.75,2.25,0.5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,"2018/2019",0,1.375,1.375
"53","Aaron Mooy","23","HUD","MCI","True",0,0,0,0,1515.483,1971.296,"AM",51,0,0,0,0,"2019-01-20 13:30:00","lunchtime kick-off",7.938,0.5,1.5,2.25,1,0.375,1.625,0,0,0,0,0,0,0,0,0,0,0,"2018/2019",0,0.75,1.875
"54","Aaron Mooy","24","HUD","EVE","True",1,0,0,35,1513.498,1686.046,"AM",50,0,0,0,0,"2019-01-29 19:45:00","night kick-off",9.26,0.25,1.5,0.75,1,0.375,0.5,0,0,0,0,0,0,0,0,0,0,0,"2018/2019",0,0.625,1.125
"55","Aaron Mooy","25","HUD","CHE","False",2,0,0,90,1508.29,1821.648,"AM",50,1.3,1.25,3.75,0.625,"2019-02-02 15:00:00","afternoon kick-off",3.802,0.25,1.5,0.528,1.833,0.375,0.736,0.25,0,0,0,0,0,0,0,0,0,0,"2018/2019",0.097,1.0415,1.014
"56","Aaron Mooy","26","HUD","ARS","True",2,0,0,90,1505.06,1833.082,"AM",50,5.35,8.775,9.25,2.325,"2019-02-09 15:00:00","afternoon kick-off",7,0,2.25,1.25,1.25,0.375,1,0.75,0,0,0,0,0,0,0,0,0,1.44,"2018/2019",0.347,0.625,1.75
"57","Aaron Mooy","27","HUD","NEW","False",2,0,0,90,1504.477,1647.003,"AM",50,8.45,15.7,10.25,3.425,"2019-02-23 15:00:00","afternoon kick-off",14,0.25,2.75,1.5,0.75,0,1.375,1.25,0,0,0,0,0,0,0,0,0,1.674,"2018/2019",0.597,0.5,2.125
"58","Aaron Mooy","28","HUD","WOL","True",1,0,0,12,1499.301,1667.798,"AM",50,10.95,20.9,10.25,4.2,"2019-02-26 19:45:00","night kick-off",3.198,0.25,2.5,2,0.75,0,1.75,1.75,0,0,0.087,0,0.087,0.124,0.211,0.101,1.475,1.475,"2018/2019",0.847,0.5,2.25
"59","Aaron Mooy","29","HUD","BHA","False",0,0,0,49,1510.311,1605.742,"AM",50,9.95,23.375,6.75,4,"2019-03-02 15:00:00","afternoon kick-off",3.802,0.5,2.25,1,2.25,0.5,0.25,1.75,0,0,0.052,0,0.052,0.052,0.117,0.144,1.277,1.915,"2018/2019",0.783,1.375,1.625
"60","Aaron Mooy","30","HUD","BOU","True",1,0,0,90,1512.52,1665.781,"AM",50,7.7,16.175,3.25,2.725,"2019-03-09 15:00:00","afternoon kick-off",7,0.5,1.25,0.5,2.5,0.5,0.25,1.25,0,0,0.028,0,0.028,0.042,0.107,0.154,1.12,1.494,"2018/2019",0.669,1.5,0.875
"61","Aaron Mooy","31","HUD","WHU","False",6,0,1,90,1516.386,1689.901,"AM",50,8.55,11.75,12,3.25,"2019-03-16 15:00:00","afternoon kick-off",7,0.25,1.25,1.25,1,0.5,1,1,0,0,0.07,0,0.07,0.096,0.105,0.045,1.867,0.747,"2018/2019",0.669,0.625,1.25
"62","Aaron Mooy","32","HUD","CRY","False",2,0,0,90,1513.462,1694.205,"AM",50,14.55,21.4,12.5,4.85,"2019-03-30 15:00:00","afternoon kick-off",14,1,1.75,2.25,1.75,0.5,1.25,2,0,0.373,0.07,0,0.07,0.084,0.072,0.281,1.867,1.867,"2018/2019",0.669,1.375,2
"63","Aaron Mooy","33","HUD","LEI","True",8,1,0,90,1509.491,1706.024,"AM",50,18.4,22.025,14,5.45,"2019-04-06 15:00:00","afternoon kick-off",7,0.75,2.25,2,1,0,1.625,2.25,0,0.282,0.057,0,0.057,0.074,0.063,0.188,1.693,1.411,"2018/2019",0.886,0.875,2.125
"64","Aaron Mooy","34","HUD","TOT","False",1,0,0,8,1504.824,1907.735,"AM",50,27.6,26.15,16.25,7,"2019-04-13 12:30:00","lunchtime kick-off",6.896,1,3,1.25,1.25,0,0.75,4.25,0.25,0.25,0.046,0,0.237,0.189,0.187,0.17,1.5,1.5,"2018/2019",1,1.125,2.125
"65","Aaron Mooy","35","HUD","WAT","True",2,0,0,90,1505.007,1704.304,"AM",50,23.85,23.875,6.5,5.425,"2019-04-20 15:00:00","afternoon kick-off",7.104,1,3.5,1.5,1.75,0,0.5,4.25,0.324,0.324,0.017,0,0.264,0.264,0.204,0.22,0.971,1.942,"2018/2019",0.772,1.375,2.5
"66","Aaron Mooy","36","HUD","LIV","False",0,0,0,0,1500.095,2008.852,"AM",50,20.6,18.6,11,5.025,"2019-04-26 20:00:00","night kick-off",6.208,0.5,3,2.25,0.5,0,2.25,3.25,0.324,0,0.049,0,0.295,0.317,0.197,0.06,1.619,1.619,"2018/2019",0.772,0.5,2.625
"67","Aaron Mooy","37","HUD","MUN","True",2,0,0,90,1495.167,1852.637,"AM",50,16.45,14.25,9.25,4,"2019-05-05 14:00:00","lunchtime kick-off",8.75,0.5,3.75,0.75,2,0,0.75,2.75,0,0,0,0,0,0,0,0,0,1.915,"2018/2019",0.522,1.25,2.25
"68","Aaron Mooy","38","HUD","SOU","False",2,0,0,90,1515.806,1679.399,"AM",50,7.55,10.7,5,2.325,"2019-05-12 15:00:00","afternoon kick-off",7.042,0.5,3,1.25,2.5,0.25,0.625,1.25,0,0,0,0,0,0,0,0,0,1.436,"2018/2019",0.522,1.5,2.125
"69","Alex McCarthy","5","SOU","BHA","True",0,0,0,90,1648.544,1627.086,"GK",45,34.3,0,0,3.45,"2018-09-17 20:00:00","night kick-off",16.208,1,1,1.25,1.75,0.875,0.75,5.75,0,0,0,0,0,0.084,0.124,0,0,0,"2018/2019",1,1.375,1.125
"70","Alex McCarthy","6","SOU","LIV","False",1,0,0,90,1644.738,1939.493,"GK",45,26.35,0,0,2.65,"2018-09-22 15:00:00","afternoon kick-off",4.792,1.5,1.5,1.75,0.5,0.875,2.375,3,0,0,0,0,0,0,0.124,0,0,0,"2018/2019",1,1,1.625
"71","Alex McCarthy","7","SOU","WOL","False",2,0,0,90,1642.191,1614.557,"GK",45,19.4,0,0,1.95,"2018-09-29 15:00:00","afternoon kick-off",7,1.25,1.75,1,0.5,0.875,1.75,2.75,0,0,0,0,0,0.021,0.138,0,0,0,"2018/2019",1,0.875,1.375
"72","Alex McCarthy","8","SOU","CHE","True",2,0,0,90,1627.773,1851.735,"GK",45,22.2,0,0,2.225,"2018-10-07 14:15:00","lunchtime kick-off",7.969,1,1.75,1.75,0.5,0.875,1.625,2.75,0,0,0,0,0,0,0.105,0,0,0,"2018/2019",1,0.75,1.75
"73","Alex McCarthy","9","SOU","BOU","False",6,0,0,90,1620.478,1689.532,"GK",45,19.3,0,0,1.925,"2018-10-20 15:00:00","afternoon kick-off",13.031,0.5,2.5,2.5,1.75,0.25,1.625,1.25,0,0,0,0,0,0,0.021,0,0,0,"2018/2019",1,1.125,2.5
"74","Alex McCarthy","10","SOU","NEW","True",6,0,0,90,1626.752,1623.079,"GK",45,20.45,0,0,2.05,"2018-10-27 15:00:00","afternoon kick-off",7,0,2,0.5,1.5,0.375,0.375,2.75,0,0,0,0,0,0,0.021,0,0,0,"2018/2019",1,0.75,1.25
"75","Alex McCarthy","11","SOU","MCI","False",0,0,0,90,1624.918,1985.351,"GK",45,19.55,0,0,1.95,"2018-11-04 15:00:00","afternoon kick-off",8,0,1.25,2,0,0.625,2,4,0,0,0,0,0,0.022,0.022,0,0,0,"2018/2019",1,0,1.625
"76","Alex McCarthy","12","SOU","WAT","True",5,0,0,90,1621.062,1648.532,"GK",45,17,0,0,1.7,"2018-11-10 15:00:00","afternoon kick-off",6,0.25,2.25,1.25,1.25,0.625,1.125,3.5,0,0,0,0,0,0.084,0.106,0,0,0,"2018/2019",1,0.75,1.75
"77","Alex McCarthy","13","SOU","FUL","False",1,0,0,90,1619.992,1569.99,"GK",45,20.85,0,0,2.1,"2018-11-24 15:00:00","afternoon kick-off",14,0.5,1.75,0.5,2.5,0.875,0,4.25,0,0,0,0,0,0.003,0.109,0,0,0,"2018/2019",1,1.5,1.125
"78","Alex McCarthy","14","SOU","MUN","True",2,0,0,90,1613.31,1853.646,"GK",45,20.85,0,0,2.1,"2018-12-01 17:30:00","afternoon kick-off",7.104,1,2.5,1.25,1.25,0.5,1.375,3,0,0,0,0,0,0,0.109,0,0,0,"2018/2019",1,1.125,1.875
"79","Alex McCarthy","15","SOU","TOT","False",2,0,0,90,1618.114,1893.964,"GK",45,24.8,0,0,2.5,"2018-12-05 20:00:00","night kick-off",4.104,1.5,3,2.25,1.75,0.5,1.75,2,0,0,0,0,0,0,0.087,0,0,0,"2018/2019",1,1.625,2.625
"80","Alex McCarthy","16","SOU","CAR","False",3,0,0,90,1615.708,1555.774,"GK",45,26.9,0,0,2.7,"2018-12-08 15:00:00","afternoon kick-off",2.792,1.5,2.25,1.25,1.5,0.5,1,2.5,0,0,0,0,0,0,0.003,0,0,0,"2018/2019",1,1.5,1.75
"81","Alex McCarthy","17","SOU","ARS","True",1,0,0,90,1606.547,1856.367,"GK",45,24.4,0,0,2.45,"2018-12-16 13:30:00","lunchtime kick-off",7.938,1.25,2.25,2.25,1.25,0.25,2,2,0,0,0,0,0,0,0,0,0,0,"2018/2019",1,1.25,2.25
"82","Alex McCarthy","18","SOU","HUD","False",3,0,0,90,1619.225,1538.475,"GK",45,24.05,0,0,2.4,"2018-12-22 15:00:00","afternoon kick-off",6.062,1.5,2,0.5,1.5,0.75,0,2,0,0,0,0,0,0.084,0.084,0,0,0,"2018/2019",1,1.5,1.25
"83","Alex McCarthy","19","SOU","WHU","True",2,0,0,90,1630.106,1683.37,"GK",45,25.75,0,0,2.575,"2018-12-27 19:45:00","night kick-off",5.198,1.75,1.75,2,1.25,1.125,1.625,2.25,0,0,0,0,0,0,0.084,0,0,0,"2018/2019",1,1.5,1.875
"84","Alex McCarthy","20","SOU","MCI","True",2,0,0,90,1621.994,1959.666,"GK",45,23,0,0,2.3,"2018-12-30 14:15:00","lunchtime kick-off",2.771,1.75,1.5,1.5,2,1.125,0.5,2.25,0,0,0,0,0,0,0.084,0,0,0,"2018/2019",1,1.875,1.5
"85","Alex McCarthy","21","SOU","CHE","False",0,0,0,0,1618.893,1858.826,"GK",45,24.55,0,0,2.45,"2019-01-02 19:45:00","night kick-off",3.229,2,2,1.25,0.75,1.125,1.875,2,0,0,0,0,0,0,0.084,0,0,0,"2018/2019",1,1.375,1.625
