"","player","round","club","opponent","was_home","total_points","goals","assists","minutes","club_elo","opponent_elo","position","value","influence_form","creativity_form","threat_form","ict_index_form","date_hour","kickoff_hour","range_day","team_scoring_form","team_conceded_form","opponent_scoring_form","opponent_conceded_form","xG","xA","shots","key_passes","team_form","opponent_form","fpl_form","goals_90","assists_90","npxG_90","npg_90","xG_90","xGChain_90","xGBuildup_90","xA_90","shots_90","key_passes_90","season"
"4209","Petr Cech","35","ARS","WOL","False",0,0,0,0,1886.98144531,1681.04199219,"GK",47,-2.57571741713036e-14,7.28306304154103e-14,0,4.94049245958195e-15,"2019-04-24 19:45:00","night kick-off",3.15625,1.25,1,0.75,1.5,0,0,0,0,1.125,0.75,0,0,0,0,0,0,0,0,0,0,0,"2018/2019"
"4210","Petr Cech","36","ARS","LEI","False",0,0,0,0,1870.73693848,1710.28015137,"GK",47,-2.57571741713036e-14,7.28306304154103e-14,0,4.94049245958195e-15,"2019-04-28 12:00:00","lunchtime kick-off",3.67708333333333,1,1.75,2,1,0,0,0,0,0.625,1.5,0,0,0,0,0,0,0,0,0,0,0,"2018/2019"
"4211","Petr Cech","37","ARS","BHA","True",0,0,0,0,1857.33081055,1597.58215332,"GK",47,-2.57571741713036e-14,7.28306304154103e-14,0,4.94049245958195e-15,"2019-05-05 16:30:00","afternoon kick-off",7.1875,1,2.25,0.25,1,0,0,0,0,0.625,0.625,0,0,0,0,0,0,0,0,0,0,0,"2018/2019"
"4212","Petr Cech","38","ARS","BUR","False",0,0,0,0,1873.26794434,1688.66955566,"GK",47,-2.57571741713036e-14,7.28306304154103e-14,0,4.94049245958195e-15,"2019-05-12 15:00:00","afternoon kick-off",6.9375,1,2.5,1,1.25,0,0,0,0,0.25,0.875,0,0,0,0,0,0,0,0,0,0,0,"2018/2019"
"4213","Philip Billing","1","HUD","CHE","True",2,0,0,90,1564.29187012,1834.48913574,"DM",45,-2.57571741713036e-14,7.28306304154103e-14,0,4.94049245958195e-15,"2018-08-11 15:00:00","afternoon kick-off",-274,1.25,2,1.375,1.28125,0.0366390533745289,0,2,0,0.875,1.140625,0,0,0,0,0,0,0,0,0,0,0,"2018/2019"
"4214","Philip Billing","2","HUD","MCI","False",1,0,0,90,1561.01184082,1982.83007812,"DM",45,5.19999999999997,0.600000000000073,5.5,1.125,"2018-08-19 13:30:00","lunchtime kick-off",7.9375,1,2,1.5,0.527777777777778,0.0139361657202244,0,1,0,0.875,1.59722222222222,0.5,0,0,0,0,0,0,0,0,0,0,"2018/2019"
"4215","Philip Billing","3","HUD","CAR","True",3,0,0,90,1555.66650391,1567.71520996,"DM",45,10.1,1.12500000000007,10,2.125,"2018-08-25 15:00:00","afternoon kick-off",6.0625,1.25,2.75,0.958333333333333,1.33333333333333,0,0,0,0,0.875,0.958333333333333,0.75,0,0,0,0,0,0,0,0,0,0,"2018/2019"
"4216","Philip Billing","4","HUD","EVE","False",9,1,0,90,1551.69665527,1699.04272461,"DM",45,15.55,2.07500000000007,10.5,2.825,"2018-09-01 15:00:00","afternoon kick-off",7,1,2.5,2,1.61111111111111,0.403810024261475,0,2,0,0.875,1.56944444444444,1.5,0,0,0,0,0,0,0,0,0,0,"2018/2019"
"4217","Philip Billing","5","HUD","CRY","True",2,0,0,90,1557.13659668,1668.88354492,"DM",45,30.05,5.25000000000007,16.75,5.225,"2018-09-15 15:00:00","afternoon kick-off",14,0.5,2.5,0.75,1.5,0.0692132785916328,0.135372146964073,2,2,0.625,0.625,3.75,0.25,0,0.113596310839057,0.25,0.113596310839057,0.0149007234722376,0.181438209488988,0,1.25,0,"2018/2019"
"4218","Philip Billing","6","HUD","LEI","False",2,0,0,90,1548.79077148,1687.53344727,"DM",45,29.85,12.1000000000001,14.75,5.7,"2018-09-22 15:00:00","afternoon kick-off",7,0.5,2,1.75,1.75,0,0.0385728143155575,0,1,0.625,1.125,3.75,0.25,0,0.121739867143333,0.25,0.121739867143333,0.175897696055472,0.183618513867259,0.0338430367410182,1.25,0.5,"2018/2019"
"4219","Philip Billing","7","HUD","TOT","True",1,0,0,90,1543.91479492,1899.04748535,"DM",45,28.55,16.1500000000001,10.25,5.525,"2018-09-29 15:00:00","afternoon kick-off",7,0.5,1.25,1.75,1.25,0.00976173020899296,0,1,0,0.625,1.25,4,0.25,0,0.118255825713277,0.25,0.118255825713277,0.26014125533402,0.163899434730411,0.0434862403199076,1,0.75,"2018/2019"
"4220","Philip Billing","8","HUD","BUR","False",2,0,0,90,1536.36816406,1651.94189453,"DM",45,27.45,16.7000000000001,14,5.825,"2018-10-06 15:00:00","afternoon kick-off",7,0.5,1.75,1.5,1,0.103487126529217,0.024162907153368,3,1,0.375,1.125,3.5,0.25,0,0.120696258265525,0.25,0.120696258265525,0.139411209151149,0.173712396994233,0.0434862403199076,1.25,0.75,"2018/2019"
"4221","Philip Billing","9","HUD","LIV","True",2,0,0,69,1541.17163086,1928.38366699,"DM",45,16.45,18.2000000000001,15,4.975,"2018-10-20 17:30:00","afternoon kick-off",14.1041666666667,0.5,1.75,1.5,0.5,0.0725261270999908,0,2,0,0.375,1.75,1.75,0,0,0.0456155338324607,0,0.0456155338324607,0.0727226105518639,0.200819471850991,0.0495269671082496,1.5,1,"2018/2019"
"4222","Philip Billing","10","HUD","WAT","False",1,0,0,77,1542.15039062,1650.25341797,"DM",45,13.2,11.0250000000001,14.75,3.90000000000001,"2018-10-27 15:00:00","afternoon kick-off",6.89583333333333,0.5,1.75,0.75,1.75,0.0107429027557373,0.0427676402032375,1,1,0.375,1,1.75,0,0,0.0493207921694338,0,0.0493207921694338,0.090752870866419,0.245499256174121,0.016655501274936,1.5929203539823,0.530973451327434,"2018/2019"
"4223","Philip Billing","11","HUD","FUL","True",3,0,0,90,1534.94287109,1580.73486328,"DM",45,14.75,10.5500000000001,17,4.225,"2018-11-05 20:00:00","night kick-off",9.20833333333333,0.25,1.75,0.75,3.75,0.0149465203285217,0.0446977727115154,1,1,0.375,0,1.5,0,0,0.0542534042744001,0,0.0542534042744001,0.0737239153587197,0.128725264107157,0.0184777584726825,1.93251533742331,0.552147239263804,"2018/2019"
"4224","Philip Billing","12","HUD","WHU","True",2,0,0,90,1541.00183105,1669.51965332,"DM",45,12.8,11.8250000000001,13.5,3.825,"2018-11-10 15:00:00","afternoon kick-off",4.79166666666667,0.5,1.25,1.25,1.25,0.0530598647892475,0.0758973434567451,2,1,0.875,0.875,2,0,0,0.0556847880497301,0,0.0556847880497301,0.103089882780804,0.140428712900065,0.0308176343746346,1.93251533742331,0.828220858895706,"2018/2019"
"4225","Philip Billing","13","HUD","WOL","False",3,0,0,90,1542.81530762,1616.3458252,"DM",45,10.65,10.7500000000001,9,3.05000000000001,"2018-11-25 16:00:00","afternoon kick-off",15.0416666666667,0.5,1.25,0.75,1.75,0.0522090084850788,0.172285422682762,2,2,0.75,0.375,2,0,0,0.0417631513730514,0,0.0417631513730514,0.0748208539983246,0.14355222346044,0.045100147464524,1.65644171779141,0.828220858895706,"2018/2019"
"4226","Philip Billing","14","HUD","BHA","True",2,0,0,90,1560.36608887,1627.53845215,"DM",45,15.6,17.0000000000001,6.75,3.95000000000001,"2018-12-01 15:00:00","afternoon kick-off",5.95833333333333,1,1,1,1.5,0,0.185476809740067,0,2,1.375,0.75,2.25,0,0,0.033966128738538,0,0.033966128738538,0.0931925995420309,0.0968338828265495,0.0870557236740156,1.55619596541787,1.29682997118156,"2018/2019"
"4227","Philip Billing","15","HUD","BOU","False",1,0,0,74,1552.36437988,1678.80871582,"DM",45,14,18.4500000000001,4.5,3.70000000000001,"2018-12-04 19:45:00","night kick-off",3.19791666666667,1.25,0.75,1,2.25,0.116687178611755,0.357598781585693,2,3,1.375,0,2.5,0,0,0.030053848400712,0,0.030053848400712,0.0540229398757219,0.075705474242568,0.119589337147772,1.25,1.5,"2018/2019"
"4228","Philip Billing","16","HUD","ARS","False",0,0,0,0,1548.58776855,1855.24963379,"DM",45,17.9,25.3750000000001,10.25,5.35,"2018-12-08 15:00:00","afternoon kick-off",3.80208333333333,1.25,1.25,2.25,1.5,0,0,0,0,0.875,1.75,2,0,0,0.0580698972957771,0,0.0580698972957771,0.216531531105554,0.154330542657611,0.207015267941494,1.56976744186047,2.09302325581395,"2018/2019"
"4229","Philip Billing","17","HUD","NEW","True",2,0,0,90,1546.14440918,1625.4675293,"DM",45,16.55,21.7750000000001,7.5,4.575,"2018-12-15 15:00:00","afternoon kick-off",7,1,1.25,1,1.75,0.064282551407814,0.0488703362643719,2,1,0.625,1,1.5,0,0,0,0,0,0,0,0,0,2.48031496062992,"2018/2019"
"4230","Philip Billing","18","HUD","SOU","True",8,1,0,90,1538.47546387,1619.22509766,"DM",45,15.1,19.4250000000001,10,4.45,"2018-12-22 15:00:00","afternoon kick-off",7,0.5,1.5,1.5,2,0.0824083089828491,0.122758962213993,5,3,0,0.75,1.25,0,0,0,0,0,0,0,0,0,2.1259842519685,"2018/2019"
"4231","Philip Billing","19","HUD","MUN","False",2,0,0,90,1527.59423828,1841.73535156,"DM",45,25.2,22.0750000000001,17.5,6.475,"2018-12-26 15:00:00","afternoon kick-off",4,0.5,1.75,3,1.75,0.073790043592453,0.0358042530715466,2,1,0,1.375,2.75,0,0,0,0,0,0,0,0,0,2.48031496062992,"2018/2019"
"4232","Philip Billing","20","HUD","FUL","False",2,0,0,90,1525.50305176,1568.64074707,"DM",45,24.95,15.5750000000001,12.75,5.325,"2018-12-29 15:00:00","afternoon kick-off",3,0.5,2,0.5,1.75,0.0297283492982388,0,2,0,0,0.625,3,0,0,0,0,0,0,0,0,0,1.66666666666667,"2018/2019"
"4233","Philip Billing","21","HUD","BUR","True",2,0,0,90,1519.84594727,1610.07458496,"DM",45,27.2,16.4500000000001,16.5,6.025,"2019-01-02 19:45:00","night kick-off",4.19791666666667,0.5,2,1,2.25,0.0654076039791107,0,3,0,0,0.5,3.5,0.25,0,0.0625523133203387,0.25,0.0625523133203387,0.0729786641895771,0.220683217048645,0.0518583878874779,2.75,1.25,"2018/2019"
"4234","Philip Billing","22","HUD","CAR","False",3,0,0,90,1512.60400391,1564.87487793,"DM",45,26.2,13.0000000000001,18.5,5.775,"2019-01-12 15:00:00","afternoon kick-off",9.80208333333333,0.75,2.25,0.5,2,0.0511784702539444,0.0167077649384737,1,1,0,1,3.5,0.25,0,0.0628335764631629,0.25,0.0628335764631629,0.0660659996792674,0.189793417230248,0.0396408038213849,3,1,"2018/2019"
"4235","Philip Billing","23","HUD","MCI","True",0,0,0,0,1515.48303223,1971.29577637,"DM",45,18.45,9.07500000000008,15.5,4.32500000000001,"2019-01-20 13:30:00","lunchtime kick-off",7.9375,0.5,1.5,2.25,1,0,0,0,0,0.375,1.625,2.25,0,0,0.0550261167809367,0,0.0550261167809367,0.0611731139943004,0.157181927934289,0.0131280045025051,2,0.5,"2018/2019"
"4236","Philip Billing","24","HUD","EVE","True",0,0,0,0,1513.49768066,1686.04577637,"DM",45,12.4,5.87500000000008,13.75,3.22500000000001,"2019-01-29 19:45:00","night kick-off",9.26041666666667,0.25,1.5,0.75,1,0,0,0,0,0.375,0.5,1.75,0,0,0,0,0,0,0,0,0,0.333333333333333,"2018/2019"
"4237","Philip Billing","25","HUD","CHE","False",2,0,0,66,1508.2902832,1821.6484375,"DM",45,10.15,5.00000000000008,10,2.52500000000001,"2019-02-02 15:00:00","afternoon kick-off",3.80208333333333,0.25,1.5,0.527777777777778,1.83333333333333,0.130595743656158,0,2,0,0.375,0.736111111111111,1.25,0,0,0,0,0,0,0,0,0,0.5,"2018/2019"
"4238","Philip Billing","26","HUD","ARS","True",0,0,0,0,1505.05993652,1833.08227539,"DM",45,10.2,4.90000000000008,11.75,2.70000000000001,"2019-02-09 15:00:00","afternoon kick-off",7,0,2.25,1.25,1.25,0,0,0,0,0.375,1,1.25,0,0,0,0,0,0,0,0,0,0.576923076923077,"2018/2019"
"4239","Philip Billing","27","HUD","NEW","False",1,0,0,21,1504.47705078,1647.00268555,"DM",45,4.29999999999998,0.625000000000084,7.25,1.22500000000001,"2019-02-23 15:00:00","afternoon kick-off",14,0.25,2.75,1.5,0.75,0,0.0135126486420631,0,1,0,1.375,0.5,0,0,0,0,0,0,0,0,0,0,"2018/2019"
"4240","Philip Billing","28","HUD","WOL","True",2,0,0,90,1499.30126953,1667.79821777,"DM",45,5.64999999999998,3.35000000000008,7.25,1.62500000000001,"2019-02-26 19:45:00","night kick-off",3.19791666666667,0.25,2.5,2,0.75,0.0147283738479018,0,1,0,0,1.75,0.75,0,0,0,0,0,0,0,0,0,1.03448275862069,"2018/2019"
"4241","Philip Billing","29","HUD","BHA","False",2,0,0,90,1510.31066895,1605.74169922,"DM",45,8.04999999999998,3.97500000000008,9.25,2.12500000000001,"2019-03-02 15:00:00","afternoon kick-off",3.80208333333333,0.5,2.25,1,2.25,0.0367741286754608,0,1,0,0.5,0.25,1.25,0,0,0,0,0,0,0,0,0,0.508474576271186,"2018/2019"
"4242","Philip Billing","30","HUD","BOU","True",1,0,0,45,1512.52001953,1665.78100586,"DM",45,7.54999999999998,4.17500000000008,6.25,1.80000000000001,"2019-03-09 15:00:00","afternoon kick-off",7,0.5,1.25,0.5,2.5,0,0,0,0,0.5,0.25,1.25,0,0,0,0,0,0,0,0,0,0.447761194029851,"2018/2019"
"4243","Philip Billing","31","HUD","WHU","False",0,0,0,35,1516.38562012,1689.9005127,"DM",45,8.09999999999998,4.60000000000008,6.25,1.90000000000001,"2019-03-16 15:00:00","afternoon kick-off",7,0.25,1.25,1.25,1,0.15885753929615,0.510502994060516,2,1,0.5,1,1.5,0,0,0.0188423789719619,0,0.0188423789719619,0.0284089210511344,0.0428412638877223,0.00494365194221821,0.731707317073171,0.365853658536585,"2018/2019"
"4244","Philip Billing","32","HUD","CRY","False",0,0,0,0,1513.46154785,1694.20507812,"DM",45,6.94999999999998,4.47500000000008,11.75,2.32500000000001,"2019-03-30 15:00:00","afternoon kick-off",14,1,1.75,2.25,1.75,0,0,0,0,0.5,1.25,1.25,0,0,0.0728169375529082,0,0.0728169375529082,0.240492361060415,0.0405344266014603,0.176712574867102,1.38461538461538,0.346153846153846,"2018/2019"
"4245","Philip Billing","33","HUD","LEI","True",0,0,0,0,1509.49060059,1706.02355957,"DM",45,4.54999999999998,3.85000000000008,9.75,1.82500000000001,"2019-04-06 15:00:00","afternoon kick-off",7,0.75,2.25,2,1,0,0,0,0,0,1.625,0.75,0,0,0,0,0,0,0,0,0,0.529411764705882,"2018/2019"
"4246","Philip Billing","34","HUD","TOT","False",0,0,0,0,1504.82373047,1907.73498535,"DM",45,0.74999999999998,3.02500000000008,5.5,0.925000000000005,"2019-04-13 12:30:00","lunchtime kick-off",6.89583333333333,1,3,1.25,1.25,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0,0,1.125,"2018/2019"
"4247","Philip Billing","35","HUD","WAT","True",0,0,0,0,1505.00744629,1704.30383301,"DM",45,0.19999999999998,2.60000000000008,5.5,0.825000000000005,"2019-04-20 15:00:00","afternoon kick-off",7.10416666666667,1,3.5,1.5,1.75,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,2.57142857142857,"2018/2019"
"4248","Philip Billing","36","HUD","LIV","False",0,0,0,0,1500.09460449,2008.85192871,"DM",45,-2.04836148043341e-14,8.4821039081362e-14,0,5.10702591327572e-15,"2019-04-26 20:00:00","night kick-off",6.20833333333333,0.5,3,2.25,0.5,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,"2018/2019"
"4249","Philip Billing","37","HUD","MUN","True",0,0,0,0,1495.16748047,1852.63671875,"DM",45,-2.04836148043341e-14,8.4821039081362e-14,0,5.10702591327572e-15,"2019-05-05 14:00:00","lunchtime kick-off",8.75,0.5,3.75,0.75,2,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,"2018/2019"
"4250","Philip Billing","38","HUD","SOU","False",0,0,0,0,1515.80639648,1679.39855957,"DM",45,-2.04836148043341e-14,8.4821039081362e-14,0,5.10702591327572e-15,"2019-05-12 15:00:00","afternoon kick-off",7.04166666666667,0.5,3,1.25,2.5,0,0,0,0,0.25,0.625,0,0,0,0,0,0,0,0,0,0,0,"2018/2019"
"4251","Davy Pröpper","1","BHA","WAT","False",2,0,0,90,1630.09216309,1623.49584961,"DM",50,-2.04836148043341e-14,8.4821039081362e-14,0,5.10702591327572e-15,"2018-08-11 15:00:00","afternoon kick-off",-274,0.75,2.25,1.66666666666667,0.916666666666667,0.0230310149490833,0,1,0,0.625,1.41666666666667,0,0,0,0,0,0,0,0,0,0,0,"2018/2019"
"4252","Davy Pröpper","2","BHA","MUN","True",2,0,0,90,1623.59265137,1887.69799805,"DM",50,2.99999999999998,0.375000000000085,2.25,0.575000000000005,"2018-08-19 16:00:00","afternoon kick-off",8.04166666666667,0.5,2.25,1.96428571428571,1.17857142857143,0,0,0,0,0.625,1.60714285714286,0.5,0,0,0,0,0,0,0,0,0,0,"2018/2019"
"4253","Davy Pröpper","3","BHA","LIV","False",2,0,0,90,1633.00866699,1923.99584961,"DM",50,7.29999999999998,0.850000000000085,2.25,1.05000000000001,"2018-08-25 17:30:00","afternoon kick-off",6.0625,1.25,1.5,2.25,0.5625,0,0,0,0,1.125,1.78125,1,0,0,0,0,0,0,0,0,0,0,"2018/2019"
"4254","Davy Pröpper","4","BHA","FUL","True",1,0,0,73,1629.03125,1625.09936523,"DM",50,10.2,1.32500000000008,3.25,1.50000000000001,"2018-09-01 15:00:00","afternoon kick-off",6.89583333333333,1,1.5,1.9,2.15,0,0.340013265609741,0,1,0.875,0.925,1.5,0,0,0,0,0,0,0,0,0,0,"2018/2019"
"4255","Davy Pröpper","5","BHA","SOU","False",2,0,0,90,1627.08605957,1648.54406738,"DM",49,11.55,4.85000000000008,3.25,2.00000000000001,"2018-09-17 20:00:00","night kick-off",16.2083333333333,1.25,1.75,1,1,0.0569527074694633,0,1,0,0.75,0.875,1.75,0,0,0.00604312345602769,0,0.00604312345602769,0.0952594322166011,0.303545017501355,0.0892163087605734,0.262390670553936,0.262390670553936,"2018/2019"
"4256","Davy Pröpper","6","BHA","TOT","True",2,0,0,90,1628.03613281,1895.5838623,"DM",49,10.25,5.05000000000009,2,1.75000000000001,"2018-09-22 17:30:00","afternoon kick-off",4.89583333333333,1.75,1.75,2,1.25,0,0,0,0,1.125,1.125,1.75,0,0,0.0149438591027746,0,0.0149438591027746,0.0149438591027746,0.274502898922119,0.0892163087605734,0.262390670553936,0.262390670553936,"2018/2019"
"4257","Davy Pröpper","7","BHA","MCI","False",2,0,0,90,1624.57250977,1961.04992676,"DM",49,7.14999999999998,4.65000000000009,2,1.40000000000001,"2018-09-29 15:00:00","afternoon kick-off",6.89583333333333,1.25,1.75,2.75,0.5,0,0,0,0,0.625,2,1.75,0,0,0.0149438591027746,0,0.0149438591027746,0.0149438591027746,0.102845197299131,0.0892163087605734,0.262390670553936,0.262390670553936,"2018/2019"
"4258","Davy Pröpper","8","BHA","WHU","True",3,0,0,79,1618.51159668,1669.04968262,"DM",49,6.49999999999998,4.25000000000009,1,1.17500000000001,"2018-10-05 20:00:00","night kick-off",6.20833333333333,1.25,2,1.5,0.75,0,0,0,0,0.625,1.375,1.75,0,0,0.0149438591027746,0,0.0149438591027746,0.0381393856626905,0.112411835320489,0.0892163087605734,0.262390670553936,0.262390670553936,"2018/2019"
"4259","Davy Pröpper","9","BHA","NEW","False",0,0,0,0,1626.20068359,1629.97509766,"DM",49,7.74999999999998,2.10000000000009,1,1.07500000000001,"2018-10-20 15:00:00","afternoon kick-off",14.7916666666667,1,1.5,0.75,1.75,0,0,0,0,0.875,0.375,2.25,0,0,0.0146869446196324,0,0.0146869446196324,0.0252371918634221,0.0333469968427901,0,0.257879656160458,0,"2018/2019"
"4260","Davy Pröpper","10","BHA","WOL","True",0,0,0,0,1638.56396484,1620.55249023,"DM",49,6.04999999999998,1.52500000000009,0,0.750000000000006,"2018-10-27 15:00:00","afternoon kick-off",7,0.75,1,1,0.75,0,0,0,0,1.125,1.5,1.75,0,0,0,0,0,0,0,0,0,0,"2018/2019"
"4261","Davy Pröpper","11","BHA","EVE","False",0,0,0,0,1644.74609375,1693.97729492,"DM",48,4.84999999999998,1.45000000000009,0,0.625000000000006,"2018-11-03 15:00:00","afternoon kick-off",7,0.75,0.5,2,0.75,0,0,0,0,1.625,1.625,1.25,0,0,0,0,0,0,0,0,0,0,"2018/2019"
"4262","Davy Pröpper","12","BHA","CAR","False",0,0,0,0,1635.51708984,1546.69128418,"DM",48,2.59999999999998,1.37500000000009,0,0.400000000000006,"2018-11-10 12:30:00","lunchtime kick-off",6.89583333333333,1,0.75,1.25,2,0,0,0,0,1.625,0.5,0.75,0,0,0,0,0,0,0,0,0,0,"2018/2019"
"4263","Davy Pröpper","13","BHA","LEI","True",2,0,0,90,1626.61694336,1686.48400879,"DM",48,-2.35367281220533e-14,8.63753513158372e-14,0,5.99520433297585e-15,"2018-11-24 15:00:00","afternoon kick-off",14.1041666666667,1,1.25,0.75,1,0,0.0592404007911682,0,2,1.125,1.125,0,0,0,0,0,0,0,0,0,0,0,"2018/2019"
"4264","Davy Pröpper","14","BHA","HUD","False",2,0,0,90,1627.53845215,1560.36608887,"DM",48,4.89999999999998,5.77500000000009,0.5,1.12500000000001,"2018-12-01 15:00:00","afternoon kick-off",7,1,1.5,1,1,0,0,0,0,0.75,1.375,0.5,0,0,0,0,0,0,0,0,0,2,"2018/2019"
"4265","Davy Pröpper","15","BHA","CRY","True",2,0,0,90,1635.54003906,1656.25671387,"DM",48,7.74999999999998,6.97500000000009,0.5,1.52500000000001,"2018-12-04 19:45:00","night kick-off",3.19791666666667,1.25,1.75,0.75,1,0.0199125614017248,0.0449169874191284,1,1,0.875,0.875,1,0,0,0,0,0,0,0,0,0,1,"2018/2019"
"4266","Davy Pröpper","16","BHA","BUR","False",2,0,0,90,1645.57641602,1610.28210449,"DM",48,14.2,9.97500000000009,1.5,2.57500000000001,"2018-12-08 15:00:00","afternoon kick-off",3.80208333333333,1.75,1.25,0.5,1.75,0.0246360450983047,0,1,0,1.375,0.375,1.5,0,0,0,0,0,0,0,0,0,1,"2018/2019"
"4267","Davy Pröpper","17","BHA","CHE","True",2,0,0,90,1637.05871582,1858.97216797,"DM",48,17.65,10.8250000000001,1.75,3.02500000000001,"2018-12-16 13:30:00","lunchtime kick-off",7.9375,1.5,1,1.5,1.25,0,0,0,0,1.375,1,2,0,0,0.0111371516250074,0,0.0111371516250074,0.0267763710580766,0.163402260281146,0.0260393470525742,0.5,0.75,"2018/2019"
"4268","Davy Pröpper","18","BHA","BOU","False",2,0,0,90,1632.83569336,1662.67297363,"DM",48,16.75,6.07500000000009,1.25,2.40000000000001,"2018-12-22 15:00:00","afternoon kick-off",6.0625,1.5,1.25,0.75,2.5,0,0,0,0,1.125,0.5,2,0,0,0.0111371516250074,0,0.0111371516250074,0.0345086283050477,0.162798318080604,0.0112292468547821,0.5,0.25,"2018/2019"
"4269","Davy Pröpper","19","BHA","ARS","True",2,0,0,90,1624.67456055,1846.76000977,"DM",48,16.1,5.60000000000009,1.25,2.30000000000001,"2018-12-26 17:15:00","afternoon kick-off",4.09375,1,1.5,2,1.5,0.144829407334328,0,3,0,0.5,1.375,2,0,0,0.0111371516250074,0,0.0111371516250074,0.121804439928383,0.158205325715244,0.0112292468547821,0.5,0.25,"2018/2019"
"4270","Davy Pröpper","20","BHA","EVE","True",3,0,0,90,1629.15075684,1703.8470459,"DM",48,11.3,3.05000000000009,5.5,1.97500000000001,"2018-12-29 15:00:00","afternoon kick-off",2.90625,0.5,1.5,2.5,3,0.0454746559262276,0.122190244495869,1,1,0.25,0.875,2,0,0,0.0423663631081582,0,0.0423663631081582,0.0876567028462887,0.205328773707151,0,1,0,"2018/2019"
"4271","Davy Pröpper","21","BHA","WHU","False",2,0,0,90,1637.82128906,1678.53796387,"DM",48,11,6.02500000000009,7.25,2.42500000000001,"2019-01-02 19:45:00","night kick-off",4.19791666666667,0.75,1.25,1,1.25,0,0.137127265334129,0,3,0.75,1.25,2.25,0,0,0.0475760158151389,0,0.0475760158151389,0.0667549129575492,0.189689554274082,0.0305475611239673,1,0.25,"2018/2019"
"4272","Davy Pröpper","22","BHA","LIV","True",2,0,0,90,1640.43566895,1946.19128418,"DM",48,11.05,13.3250000000001,7.25,3.17500000000001,"2019-01-12 15:00:00","afternoon kick-off",9.80208333333333,1,1.25,3,0.75,0,0,0,0,1.125,1.625,2.25,0,0,0.0475760158151389,0,0.0475760158151389,0.0653318725526334,0.178375029936433,0.0648293774574995,1,1,"2018/2019"
"4273","Davy Pröpper","23","BHA","MUN","False",5,0,1,90,1637.81628418,1865.57922363,"DM",48,10.55,12.8000000000001,7.25,3.07500000000001,"2019-01-19 15:00:00","afternoon kick-off",7,1,1,2.5,0.5,0,0.299559861421585,0,1,1.125,2.25,2.25,0,0,0.0475760158151389,0,0.0475760158151389,0.0706535987555982,0.0907853245735168,0.0648293774574995,1,1,"2018/2019"
"4274","Davy Pröpper","24","BHA","FUL","False",2,0,0,90,1635.47070312,1563.12353516,"DM",48,16.1,17.0000000000001,2,3.52500000000001,"2019-01-29 19:45:00","night kick-off",10.1979166666667,1,1.25,1,2,0.0289813503623009,0,1,0,0.875,0.5,3,0,0.25,0.0113686639815569,0,0.0113686639815569,0.127543212845921,0.151309084147215,0.139719342812896,0.25,1.25,"2018/2019"
"4275","Davy Pröpper","25","BHA","WAT","True",2,0,0,90,1623.37072754,1657.58422852,"DM",48,16.05,14.2250000000001,0.75,3.12500000000001,"2019-02-02 15:00:00","afternoon kick-off",3.80208333333333,1.25,2.25,1.5,1.5,0.288356900215149,0.0368615947663784,1,2,0.375,1.25,2.75,0,0.25,0.00724533759057523,0,0.00724533759057523,0,0.151309084147215,0.109171781688929,0.25,1,"2018/2019"
"4276","Davy Pröpper","26","BHA","BUR","True",2,0,0,90,1622.6484375,1631.20715332,"DM",48,17.65,11.7750000000001,1.75,3.12500000000001,"2019-02-09 17:30:00","afternoon kick-off",7.10416666666667,0.75,1.75,1.25,1,0.182903692126274,0,3,0,0.25,1.5,2.75,0,0.25,0.0793345626443625,0,0.0793345626443625,0.218243828043342,0.345632260665298,0.0841053640469909,0.5,0.75,"2018/2019"
"4277","Davy Pröpper","28","BHA","LEI","False",10,1,0,90,1611.05554199,1665.69104004,"DM",48,16.15,12.5250000000001,9.25,3.80000000000001,"2019-02-26 19:45:00","night kick-off",17.09375,1,2.25,0.71875,2.21875,0.135237738490105,0.0112064424902201,2,1,0.25,0.375,2.75,0,0.25,0.125060485675931,0,0.125060485675931,0.156283406540751,0.37457013502717,0.0841053640469909,1.25,0.75,"2018/2019"
"4278","Davy Pröpper","29","BHA","HUD","True",3,0,0,90,1605.74169922,1510.31066895,"DM",48,19.4,10.9500000000001,15,4.55000000000001,"2019-03-02 15:00:00","afternoon kick-off",3.80208333333333,1,2.25,0.5,2.25,0,0.0216733664274216,0,1,0.25,0.5,4,0.25,0,0.158869920298457,0.25,0.158869920298457,0.147593978792429,0.266491665504873,0.0120170093141496,1.75,0.75,"2018/2019"
"4279","Davy Pröpper","30","BHA","CRY","False",2,0,0,90,1616.79150391,1693.87585449,"DM",48,19,13.4750000000001,14.75,4.72500000000001,"2019-03-09 12:30:00","lunchtime kick-off",6.89583333333333,0.75,1.25,2.25,1.5,0,0.0137330517172813,0,1,0.75,1.5,4.25,0.25,0,0.151624582707882,0.25,0.151624582707882,0.171953087672591,0.281401828862727,0.017435350921005,1.5,1,"2018/2019"
