"","assists.x","bonus","bps","clean_sheets","creativity","element","fixture","goals_conceded","goals_scored","ict_index","influence","kickoff_time","minutes","opponent_team","own_goals","penalties_missed","penalties_saved","red_cards","round","saves","selected","team_a_score","team_h_score","threat","total_points","transfers_balance","transfers_in","transfers_out","value","was_home","yellow_cards","first_name","second_name","club","position.x","player_id","new_col","fpl_form","influence_form","creativity_form","threat_form","ict_index_form","point_att","team_form","minutes_chance","opponent","opponent_form","kickoff_time_formatted","date","hour","date_hour","kickoff_hour","range_day","X","player_name","year","goals","shots","xG","time","position.y","h_team","a_team","h_goals","a_goals","match_id","roster_id","xA","assists.y","key_passes","npg","npxG","xGChain","xGBuildup","Club","Elo","opponent_elo"
"1",0,0,16,0,1.4,274,1,4,0,2.7,25.8,2019-08-09,90,10,0,0,0,0,"1",0,168643,1,4,0,0,0,0,0,45,"False",0,"Maximillian","Aarons","NOR","FB",7688,NA,NA,NA,NA,NA,NA,0,NA,NA,"LIV",1.03125,2019-08-09,2019-08-09,"19:00",2019-08-09 19:00:00,"night kick-off",NA,21211,"Max Aarons",2019,0,0,0,90,"DR","Liverpool","Norwich",4,1,11643,341167,0,0,0,0,0,0.408449441194534,0.408449441194534,"Norwich",1630.75085449,2043.67858887
"2",0,0,7,0,14.2,274,17,1,0,3.6,4.2,2019-08-17,90,13,0,0,0,0,"2",0,172180,1,3,18,1,-5400,7470,12870,45,"True",1,"Maximillian","Aarons","NOR","FB",7688,NA,NA,NA,NA,NA,NA,2,NA,NA,"NEW",1.07142857142857,2019-08-17,2019-08-17,"14:00",2019-08-17 14:00:00,"lunchtime kick-off",7.79166666666667,21210,"Max Aarons",2019,0,1,0.0788017362356186,90,"DR","Norwich","Newcastle United",3,1,11657,341896,0.272431373596191,0,1,0,0.0788017362356186,1.50548124313354,1.42667949199677,"Norwich",1629.64562988,1709.84643555
"3",0,0,6,0,2.1,274,26,3,0,2.1,16.6,2019-08-24,90,6,0,0,0,0,"3",0,163903,3,2,2,1,-10690,7350,18040,45,"True",0,"Maximillian","Aarons","NOR","FB",7688,NA,NA,NA,NA,NA,NA,0,NA,NA,"CHE",0.694444444444444,2019-08-24,2019-08-24,"11:30",2019-08-24 11:30:00,"lunchtime kick-off",6.89583333333333,21209,"Max Aarons",2019,0,0,0,90,"DR","Norwich","Chelsea",2,3,11664,343813,0,0,0,0,0,0,0,"Norwich",1644.58190918,1865.88183594
"4",0,0,11,0,12.3,274,40,2,0,4.4,11.8,2019-08-31,90,19,0,0,0,0,"4",0,156762,0,2,20,0,-9359,6793,16152,45,"False",1,"Maximillian","Aarons","NOR","FB",7688,1,NA,NA,NA,NA,NA,0,NA,NA,"WHU",1.296875,2019-08-31,2019-08-31,"14:00",2019-08-31 14:00:00,"lunchtime kick-off",7.10416666666667,21208,"Max Aarons",2019,0,1,0.0207466538995504,90,"DR","West Ham","Norwich",2,0,11674,347413,0.466208517551422,0,1,0,0.0207466538995504,1.00422298908234,0.517267882823944,"Norwich",1641.55908203,1738.44958496
"5",0,0,0,0,0,274,46,0,0,0,0,2019-09-14,0,11,0,0,0,0,"5",0,129726,2,3,0,0,-27168,3047,30215,45,"True",0,"Maximillian","Aarons","NOR","FB",7688,0.75,0.5,14.6,7.5,10,3.2,2,0.5,1,"MCI",2,2019-09-14,2019-09-14,"16:30",2019-09-14 16:30:00,"afternoon kick-off",14.1041666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Norwich",1635.68798828,2046.64904785
"6",0,0,0,0,0,274,52,0,0,0,0,2019-09-21,0,5,0,0,0,0,"6",0,108527,0,2,0,0,-21884,297,22181,45,"False",0,"Maximillian","Aarons","NOR","FB",7688,0.5,0.5,8.15,7.15,10,2.525,0,1,0.75,"BUR",0.75,2019-09-21,2019-09-21,"14:00",2019-09-21 14:00:00,"lunchtime kick-off",6.89583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Norwich",1643.2878418,1685.18591309
"7",0,0,11,0,4.4,274,64,2,0,2.7,13,2019-09-28,90,7,0,0,0,0,"7",0,94327,0,2,10,1,-14629,199,14828,44,"False",0,"Maximillian","Aarons","NOR","FB",7688,0.5,0.25,7.1,3.6,5.5,1.625,0,0.5,0.5,"CRY",1.375,2019-09-28,2019-09-28,"14:00",2019-09-28 14:00:00,"lunchtime kick-off",7,21207,"Max Aarons",2019,0,1,0.0195290483534336,90,"DR","Crystal Palace","Norwich",2,0,11709,354735,0,0,0,0,0.0195290483534336,0.0195290483534336,0,"Norwich",1635.63244629,1734.9017334
"8",0,0,7,0,14,274,77,5,0,3.4,0.2,2019-10-05,90,2,0,0,0,0,"8",0,93208,5,1,20,0,-1982,1608,3590,44,"True",0,"Maximillian","Aarons","NOR","FB",7688,0.5,0.25,6.2,4.175,7.5,1.775,0,0.5,0.5,"AVL",0.5,2019-10-05,2019-10-05,"14:00",2019-10-05 14:00:00,"lunchtime kick-off",7,21206,"Max Aarons",2019,0,2,0.0576978884637356,90,"DR","Norwich","Aston Villa",1,5,11717,356275,0.0569552481174469,0,1,0,0.0576978884637356,0.25509575009346,0.140442609786987,"Norwich",1628.2142334,1609.47033691
"9",0,0,18,1,12.5,274,82,0,0,2.2,5.6,2019-10-19,90,3,0,0,0,0,"9",0,89236,0,0,4,6,-4033,799,4832,44,"False",0,"Maximillian","Aarons","NOR","FB",7688,0.75,0.25,3.3,4.6,7.5,1.525,1.5,0.5,0.5,"BOU",1.375,2019-10-19,2019-10-19,"14:00",2019-10-19 14:00:00,"lunchtime kick-off",14,21205,"Max Aarons",2019,0,0,0,90,"DR","Bournemouth","Norwich",0,0,11724,357932,0.0174241084605455,0,1,0,0,0.0517733469605446,0.0343492366373539,"Norwich",1608.3861084,1700.71801758
"10",0,0,18,0,22.4,274,97,3,0,4.2,16,2019-10-27,90,12,0,0,0,0,"10",0,88986,3,1,4,0,-615,1203,1818,44,"True",1,"Maximillian","Aarons","NOR","FB",7688,1,1.75,4.7,7.725,8.5,2.075,0,0.375,0.75,"MUN",0.5,2019-10-27,2019-10-27,"16:30",2019-10-27 16:30:00,"afternoon kick-off",8.10416666666667,21204,"Max Aarons",2019,0,0,0,90,"DR","Norwich","Manchester United",1,3,11739,360333,0.492414683103561,0,2,0,0,0.676382601261139,0.676382601261139,"Norwich",1621.23547363,1827.53540039
"11",0,0,7,0,0.8,274,104,2,0,0.4,3,2019-11-02,90,4,0,0,0,0,"11",0,87593,0,2,0,1,-1609,1600,3209,44,"False",0,"Maximillian","Aarons","NOR","FB",7688,1,1.75,8.7,13.325,9.5,3.125,0,0.375,1,"BHA",1,2019-11-02,2019-11-02,"15:00",2019-11-02 15:00:00,"afternoon kick-off",5.9375,21203,"Max Aarons",2019,0,0,0,90,"DR","Brighton","Norwich",2,0,11746,361511,0,0,0,0,0,0,0,"Norwich",1614.67333984,1650.73535156
"12",0,0,10,0,3.7,274,117,2,0,2.6,14.2,2019-11-08,90,18,0,0,0,0,"12",0,86072,2,0,8,1,-1874,1356,3230,44,"True",0,"Maximillian","Aarons","NOR","FB",7688,1,1.75,6.2,12.425,7,2.55,0,0.375,1,"WAT",0.875,2019-11-08,2019-11-08,"20:00",2019-11-08 20:00:00,"night kick-off",6.20833333333333,21202,"Max Aarons",2019,0,1,0.0109886564314365,90,"DR","Norwich","Watford",0,2,11757,362804,0,0,0,0,0.0109886564314365,0.112640723586082,0.101652063429356,"Norwich",1605.83544922,1649.71972656
"13",0,0,21,1,11.4,274,126,0,0,2.7,15.8,2019-11-23,90,8,0,0,0,0,"13",0,82169,2,0,0,5,-3780,897,4677,44,"False",1,"Maximillian","Aarons","NOR","FB",7688,1,2,9.7,9.85,4,2.35,2.5,0.375,1,"EVE",1.375,2019-11-23,2019-11-23,"15:00",2019-11-23 15:00:00,"afternoon kick-off",14.7916666666667,21201,"Max Aarons",2019,0,0,0,90,"DR","Everton","Norwich",0,2,11768,364807,0.037114355713129,0,1,0,0,0.234317451715469,0.197203099727631,"Norwich",1594.01733398,1736.12341309
"14",0,0,11,0,1.8,274,137,2,0,7,16.2,2019-12-01,90,1,0,0,0,0,"14",0,81532,2,2,52,1,-943,1040,1983,44,"True",0,"Maximillian","Aarons","NOR","FB",7688,1,1.75,12.25,9.575,3,2.475,1,0.625,1,"ARS",0.75,2019-12-01,2019-12-01,"14:00",2019-12-01 14:00:00,"lunchtime kick-off",7.95833333333333,21200,"Max Aarons",2019,0,3,0.197827219963074,90,"DR","Norwich","Arsenal",2,2,11781,366784,0,0,0,0,0.197827219963074,0.379428833723068,0.181601598858833,"Norwich",1599.45202637,1817.71911621
"15",0,0,13,0,30.7,274,150,2,0,5.5,24.6,2019-12-04,90,16,0,0,0,0,"15",0,81254,1,2,0,1,-413,823,1236,44,"False",0,"Maximillian","Aarons","NOR","FB",7688,1,2,12.3,4.425,15,3.175,0,0.875,1,"SOU",0.875,2019-12-04,2019-12-04,"19:30",2019-12-04 19:30:00,"night kick-off",3.22916666666667,21199,"Max Aarons",2019,0,0,0,90,"DR","Southampton","Norwich",2,1,11790,367706,0.294854402542114,0,2,0,0,0.366044104099274,0.0711897015571594,"Norwich",1603.67712402,1639.31091309
"16",0,0,12,0,4.3,274,157,2,0,1.5,10.2,2019-12-08,90,15,0,0,0,0,"16",0,80516,2,1,0,1,-887,939,1826,44,"True",0,"Maximillian","Aarons","NOR","FB",7688,1,2,17.7,11.9,15,4.45,0,0.875,1,"SHU",1,2019-12-08,2019-12-08,"14:00",2019-12-08 14:00:00,"lunchtime kick-off",3.77083333333333,21198,"Max Aarons",2019,0,0,0,90,"DR","Norwich","Sheffield United",1,2,11799,368995,0,0,0,0,0,0,0,"Norwich",1598.19165039,1660.38757324
"17",0,0,17,0,15.8,274,165,1,0,4.6,27.8,2019-12-14,90,9,0,0,0,0,"17",0,79202,1,1,2,2,-1430,924,2354,44,"False",0,"Maximillian","Aarons","NOR","FB",7688,1,2,16.7,12.05,13,4.175,1.5,0.875,1,"LEI",2.25,2019-12-14,2019-12-14,"15:00",2019-12-14 15:00:00,"afternoon kick-off",6.04166666666667,21197,"Max Aarons",2019,0,0,0,90,"DR","Leicester","Norwich",1,1,11807,369809,0.622235715389252,0,1,0,0,0.71485424041748,0.71485424041748,"Norwich",1594.49377441,1837.43115234
"18",0,0,11,0,2.8,274,177,2,0,2.1,18.4,2019-12-21,90,20,0,0,0,0,"18",0,79252,2,1,0,1,-159,1425,1584,44,"True",0,"Maximillian","Aarons","NOR","FB",7688,1,1.25,19.7,13.15,13.5,4.65,0,0.625,1,"WOL",1.125,2019-12-21,2019-12-21,"15:00",2019-12-21 15:00:00,"afternoon kick-off",7,21196,"Max Aarons",2019,0,0,0,90,"DR","Norwich","Wolverhampton Wanderers",1,2,11819,371507,0,0,0,0,0,0.12366759032011,0.12366759032011,"Norwich",1601.54321289,1752.99023438
"19",0,1,28,0,46.8,274,181,1,0,8.1,31.8,2019-12-26,90,2,0,0,0,0,"19",0,78908,0,1,2,3,-572,1094,1666,44,"False",0,"Maximillian","Aarons","NOR","FB",7688,1,1.25,20.25,13.4,0.5,3.425,0,0.375,1,"AVL",0,2019-12-26,2019-12-26,"15:00",2019-12-26 15:00:00,"afternoon kick-off",5,21195,"Max Aarons",2019,0,0,0,90,"DR","Aston Villa","Norwich",1,0,11823,372548,0.440201163291931,0,3,0,0,0.544665515422821,0.488195270299911,"Norwich",1596.00549316,1614.46569824
"20",0,0,1,0,0.8,460,9,2,0,2.4,0,2019-08-11,65,12,0,0,0,0,"1",0,115213,0,4,24,1,0,0,0,70,"False",1,"Tammy","Abraham","CHE","ST",702,0.930555555555556,1.75,22.05,17.425,1,4.075,0,0.375,1,"MUN",1.296875,2019-08-11,2019-08-11,"15:30",2019-08-11 15:30:00,"afternoon kick-off",-136.979166666667,5949,"Tammy Abraham",2019,0,2,0.0959128066897392,68,"FW","Manchester United","Chelsea",4,0,11652,341643,0,0,0,0,0.0959128066897392,0,0,"Chelsea",1883.14770508,1838.01208496
"21",0,0,2,0,11.6,460,14,1,0,1.5,0,2019-08-18,29,9,0,0,0,0,"2",0,152777,1,1,5,1,11156,38435,27279,70,"True",0,"Tammy","Abraham","CHE","ST",702,0.761111111111111,1.75,19.5,16.55,7,4.3,1,0.375,0.930555555555556,"LEI",1.18055555555556,2019-08-18,2019-08-18,"15:30",2019-08-18 15:30:00,"afternoon kick-off",7,5948,"Tammy Abraham",2019,0,2,0.159920424222946,27,"Sub","Chelsea","Leicester",1,1,11661,342576,0.0234998781234026,0,1,0,0.159920424222946,0.226099848747253,0.0426795408129692,"Chelsea",1868.06848145,1736.25744629
"22",0,3,56,0,12.5,460,26,2,2,12.8,67.6,2019-08-24,74,14,0,0,0,0,"3",0,126585,3,2,48,13,-30725,16805,47530,70,"False",0,"Tammy","Abraham","CHE","ST",702,0.716666666666667,1.5,12.55,15.5,7.75,3.525,2.5,0.25,0.761111111111111,"NOR",1.075,2019-08-24,2019-08-24,"11:30",2019-08-24 11:30:00,"lunchtime kick-off",5.83333333333333,5947,"Tammy Abraham",2019,2,3,0.279415845870972,77,"FW","Norwich","Chelsea",2,3,11664,343835,0.0988159030675888,0,1,2,0.279415845870972,0.391839653253555,0.0136078866198659,"Chelsea",1865.88183594,1644.58190918
"23",0,3,53,0,46.8,460,33,1,2,18.5,77,2019-08-31,83,15,0,0,0,0,"4",0,555628,2,2,61,13,367662,412699,45037,71,"True",0,"Tammy","Abraham","CHE","ST",702,0.697222222222222,4.5,24.85,17.925,19.75,6.2,1,0.875,0.716666666666667,"SHU",1.0625,2019-08-31,2019-08-31,"14:00",2019-08-31 14:00:00,"lunchtime kick-off",7.10416666666667,5946,"Tammy Abraham",2019,2,4,1.27792096138,85,"FW","Chelsea","Sheffield United",2,2,11675,347435,0.748802185058594,0,4,2,1.27792096138,1.98191678524017,0,"Chelsea",1871.30249023,1629.97900391
"24",0,3,68,0,1.9,460,50,1,3,15.5,95.8,2019-09-14,76,20,1,0,0,0,"5",0,1139221,5,2,57,14,539919,610091,70172,72,"False",1,"Tammy","Abraham","CHE","ST",702,0.727777777777778,7,36.15,17.925,34.5,8.8,2.5,1.125,0.697222222222222,"WOL",0.875,2019-09-14,2019-09-14,"14:00",2019-09-14 14:00:00,"lunchtime kick-off",14,5945,"Tammy Abraham",2019,3,4,0.959131121635437,79,"FW","Wolverhampton Wanderers","Chelsea",2,5,11688,349060,0,0,0,3,0.959131121635437,1.02465844154358,0.0655272826552391,"Chelsea",1864.28222656,1732.8782959
"25",0,0,-5,0,0.8,460,53,2,0,2.7,1.4,2019-09-22,76,10,0,0,0,0,"6",0,1702311,2,1,25,2,548749,611854,63105,73,"True",0,"Tammy","Abraham","CHE","ST",702,0.858333333333333,10.25,60.1,18.2,42.75,12.075,0,1.75,0.727777777777778,"LIV",2.25,2019-09-22,2019-09-22,"15:30",2019-09-22 15:30:00,"afternoon kick-off",8.0625,5944,"Tammy Abraham",2019,0,3,0.471162497997284,80,"FW","Chelsea","Liverpool",1,2,11701,353117,0,0,0,0,0.471162497997284,0.484630167484283,0.0134676778689027,"Chelsea",1855.12854004,2034.71520996
"26",0,0,-2,1,28.3,460,63,0,0,11.9,13.2,2019-09-28,83,4,0,0,0,0,"7",0,2521808,0,2,77,2,767831,795586,27755,75,"True",0,"Tammy","Abraham","CHE","ST",702,0.883333333333333,10.5,60.45,15.5,47.75,12.375,2,1.5,0.858333333333333,"BHA",0.625,2019-09-28,2019-09-28,"14:00",2019-09-28 14:00:00,"lunchtime kick-off",5.9375,5943,"Tammy Abraham",2019,0,5,1.21034729480743,85,"FW","Chelsea","Brighton",2,0,11708,354618,0.106897756457329,0,2,0,1.21034729480743,1.69202721118927,0.374782145023346,"Chelsea",1850.18969727,1622.65820312
"27",0,2,28,0,10.3,460,78,1,1,8.6,40.2,2019-10-06,83,16,0,0,0,0,"8",0,2673073,4,1,35,8,153693,223319,69626,76,"False",0,"Tammy","Abraham","CHE","ST",702,0.883333333333333,7.75,46.85,19.45,55,12.15,2.5,1.375,0.883333333333333,"SOU",0.875,2019-10-06,2019-10-06,"13:00",2019-10-06 13:00:00,"lunchtime kick-off",7.95833333333333,5942,"Tammy Abraham",2019,1,3,0.222152948379517,86,"FW","Southampton","Chelsea",1,4,11718,356883,0.447774767875671,0,1,1,0.222152948379517,0.669927716255188,0,"Chelsea",1857.44030762,1664.91162109
"28",0,0,0,1,2.6,460,83,0,0,7.3,7.2,2019-10-19,90,13,0,0,0,0,"9",0,3078088,0,1,63,2,363040,386263,23223,77,"True",0,"Tammy","Abraham","CHE","ST",702,0.922222222222222,6.5,37.65,10.325,48.5,9.675,2,1.75,0.883333333333333,"NEW",0.75,2019-10-19,2019-10-19,"14:00",2019-10-19 14:00:00,"lunchtime kick-off",13.0416666666667,5941,"Tammy Abraham",2019,0,4,0.901057243347168,90,"FW","Chelsea","Newcastle United",1,0,11725,357789,0,0,0,0,0.901057243347168,0.610022604465485,0,"Chelsea",1865.8190918,1696.11291504
"29",1,0,13,1,12.3,460,93,0,0,3.4,16.6,2019-10-26,69,5,0,0,0,0,"10",0,3155689,4,2,5,5,81291,129472,48181,78,"False",0,"Tammy","Abraham","CHE","ST",702,0.902777777777778,3.5,15.5,10.5,50,7.625,2.5,1.625,0.922222222222222,"BUR",1.375,2019-10-26,2019-10-26,"16:30",2019-10-26 16:30:00,"afternoon kick-off",7.10416666666667,5940,"Tammy Abraham",2019,0,1,0.0734002366662025,71,"FW","Burnley","Chelsea",2,4,11735,359609,0.106487356126308,1,1,0,0.0734002366662025,0.200743660330772,0.0208560675382614,"Chelsea",1887.94946289,1701.8984375
"30",1,3,37,0,13.2,460,109,1,1,14.2,52.6,2019-11-02,87,18,0,0,0,0,"11",0,3271285,2,1,76,12,94016,172916,78900,78,"False",0,"Tammy","Abraham","CHE","ST",702,0.913888888888889,4.25,19.3,13.375,45,7.8,2.5,2.25,0.902777777777778,"WAT",0.875,2019-11-02,2019-11-02,"17:30",2019-11-02 17:30:00,"afternoon kick-off",7.04166666666667,5939,"Tammy Abraham",2019,1,4,0.876784861087799,89,"FW","Watford","Chelsea",1,2,11751,361772,0.713659346103668,1,1,1,0.876784861087799,1.65336799621582,0.0629237592220306,"Chelsea",1895.0579834,1654.67626953
"31",0,2,26,1,1.8,460,112,0,1,5.7,30.2,2019-11-09,72,7,0,0,0,0,"12",0,3474222,0,2,25,8,177236,196845,19609,79,"True",0,"Tammy","Abraham","CHE","ST",702,0.883333333333333,6.75,29.15,9.6,44.75,8.375,2,2.375,0.913888888888889,"CRY",1,2019-11-09,2019-11-09,"12:30",2019-11-09 12:30:00,"lunchtime kick-off",6.79166666666667,5938,"Tammy Abraham",2019,1,3,0.888193070888519,77,"FW","Chelsea","Crystal Palace",2,0,11754,362896,0,0,0,1,0.888193070888519,0.888193070888519,0,"Chelsea",1895.22094727,1744.83166504
"32",0,0,6,0,22.7,460,127,2,0,4.9,5,2019-11-23,72,11,0,0,0,0,"13",0,3555229,1,2,21,2,80042,168197,88155,80,"False",0,"Tammy","Abraham","CHE","ST",702,0.833333333333333,6.75,26.65,7.475,42.25,7.65,0,2.25,0.883333333333333,"MCI",1.625,2019-11-23,2019-11-23,"17:30",2019-11-23 17:30:00,"afternoon kick-off",14.2083333333333,5937,"Tammy Abraham",2019,0,2,0.0888210982084274,75,"FW","Manchester City","Chelsea",2,1,11769,364927,0.141213998198509,0,2,0,0.0888210982084274,0.119819827377796,0,"Chelsea",1899.85424805,2017.37695312
"33",0,0,0,0,0,460,132,0,0,0,0,2019-11-30,0,19,0,0,0,0,"14",0,2636680,1,0,0,0,-904711,76794,981505,79,"True",0,"Tammy","Abraham","CHE","ST",702,0.641666666666667,6.75,26.1,12.5,31.75,7.05,0,1.75,0.833333333333333,"WHU",0.25,2019-11-30,2019-11-30,"15:00",2019-11-30 15:00:00,"afternoon kick-off",6.89583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chelsea",1882.48168945,1688.63269043
"34",1,3,38,0,23,460,147,1,1,14.8,57.2,2019-12-04,82,2,0,0,0,0,"15",0,2184806,1,2,68,12,-475214,16988,492202,79,"True",0,"Tammy","Abraham","CHE","ST",702,0.627777777777778,5.5,21.95,9.425,30.5,6.2,2,1.125,0.641666666666667,"AVL",0.875,2019-12-04,2019-12-04,"19:30",2019-12-04 19:30:00,"night kick-off",4.1875,5936,"Tammy Abraham",2019,1,5,0.775773584842682,85,"FW","Chelsea","Aston Villa",2,1,11789,367674,0.145499467849731,1,2,1,0.775773584842682,0.790937483310699,0,"Chelsea",1868.71191406,1641.91870117
"35",0,0,-3,0,4.4,460,154,3,0,4,1.8,2019-12-07,90,8,0,0,0,0,"16",0,2513362,1,3,34,2,304164,354425,50261,79,"False",0,"Tammy","Abraham","CHE","ST",702,0.677777777777778,5.5,23.1,11.875,28.5,6.35,0,1,0.627777777777778,"EVE",0.625,2019-12-07,2019-12-07,"12:30",2019-12-07 12:30:00,"lunchtime kick-off",2.70833333333333,5935,"Tammy Abraham",2019,0,2,0.622868418693542,90,"FW","Everton","Chelsea",3,1,11796,368131,0,0,0,0,0.622868418693542,0.622868418693542,0,"Chelsea",1870.88891602,1699.27880859
"36",0,0,5,0,18.3,460,163,1,0,9.4,7.2,2019-12-14,90,3,0,0,0,0,"17",0,2716437,1,0,68,2,188686,263467,74781,80,"True",0,"Tammy","Abraham","CHE","ST",702,0.727777777777778,4,16,12.525,30.75,5.925,0,0.5,0.677777777777778,"BOU",0,2019-12-14,2019-12-14,"15:00",2019-12-14 15:00:00,"afternoon kick-off",7.10416666666667,5934,"Tammy Abraham",2019,0,4,0.330554664134979,90,"FW","Chelsea","Bournemouth",0,1,11805,369751,0.0303165074437857,0,1,0,0.330554664134979,0.153287529945374,0,"Chelsea",1862.06750488,1679.18078613
"37",0,0,0,1,2.2,460,178,0,0,3.5,0,2019-12-22,79,17,0,0,0,0,"18",0,2525376,2,0,34,2,-136931,46506,183437,79,"False",0,"Tammy","Abraham","CHE","ST",702,0.947222222222222,4,16.55,11.425,42.5,7.05,2.5,0.5,0.727777777777778,"TOT",1.625,2019-12-22,2019-12-22,"16:30",2019-12-22 16:30:00,"afternoon kick-off",8.0625,5933,"Tammy Abraham",2019,0,3,0.177800506353378,84,"FW","Tottenham","Chelsea",0,2,11820,372279,0,0,0,0,0.177800506353378,0.214121922850609,0.0363214202225208,"Chelsea",1848.52966309,1845.04089355
"38",0,0,1,0,2.7,460,183,2,0,2.5,8.4,2019-12-26,90,16,0,0,0,0,"19",0,2659242,2,0,14,2,63700,139387,75687,79,"True",0,"Tammy","Abraham","CHE","ST",702,0.969444444444444,4.5,16.55,11.975,51,7.925,0,1.125,0.947222222222222,"SOU",1.125,2019-12-26,2019-12-26,"15:00",2019-12-26 15:00:00,"afternoon kick-off",3.9375,5932,"Tammy Abraham",2019,0,1,0.268988311290741,90,"FW","Chelsea","Southampton",0,2,11825,372459,0,0,0,0,0.268988311290741,0.268988311290741,0,"Chelsea",1861.60498047,1648.83764648
"39",0,0,27,0,0.3,210,8,0,1,5.1,33.4,2019-08-10,21,19,0,0,0,0,"1",0,1027331,5,0,17,5,0,0,0,120,"False",0,"Sergio","Agüero","MCI","ST",619,0.777777777777778,2,4.34999999999999,6.9,37.5,4.85,2.5,0.625,0.969444444444444,"WHU",1.140625,2019-08-10,2019-08-10,"11:30",2019-08-10 11:30:00,"lunchtime kick-off",-138.145833333333,13426,"Sergio Agüero",2019,1,1,0.761132061481476,20,"Sub","West Ham","Manchester City",0,5,11644,341205,0,0,0,0,0,0.583013772964478,0.583013772964478,"Man City",2037.36584473,1729.26647949
"40",0,0,27,0,10.9,210,16,2,1,9.3,31.4,2019-08-17,65,17,0,0,0,0,"2",0,1022143,2,2,51,6,-103549,19746,123295,120,"True",0,"Sergio","Agüero","MCI","ST",619,0.708333333333333,2.75,12.25,5.875,33.25,5.125,1,1.25,0.777777777777778,"TOT",1.46875,2019-08-17,2019-08-17,"16:30",2019-08-17 16:30:00,"afternoon kick-off",7.20833333333333,13425,"Sergio Agüero",2019,1,3,0.687515020370483,68,"FW","Manchester City","Tottenham",2,2,11659,342127,0.0530720502138138,0,1,1,0.687515020370483,0.829255342483521,0.0886682569980621,"Man City",2043.46887207,1893.31188965
"41",0,3,58,0,34.6,210,22,1,2,17.8,75.6,2019-08-25,90,3,0,0,0,0,"3",0,996740,3,1,68,13,-62711,38780,101491,120,"False",0,"Sergio","Agüero","MCI","ST",619,0.738888888888889,3.75,18.3,4.025,29,5.1,2.5,1.5,0.708333333333333,"BOU",1.5,2019-08-25,2019-08-25,"13:00",2019-08-25 13:00:00,"lunchtime kick-off",7.85416666666667,13424,"Sergio Agüero",2019,2,4,1.20561122894287,90,"FW","Bournemouth","Manchester City",1,3,11671,344503,0.264606684446335,0,3,2,1.20561122894287,1.75169718265533,0.395898520946503,"Man City",2040.94604492,1697.30371094
"42",1,3,64,1,23.1,210,37,0,2,16.9,87.4,2019-08-31,90,4,0,0,0,0,"4",0,1371233,0,4,58,16,291245,331914,40669,120,"True",0,"Sergio","Agüero","MCI","ST",619,0.738888888888889,6.5,37.2,12.125,37.5,8.675,2,1.5,0.738888888888889,"BHA",1.078125,2019-08-31,2019-08-31,"14:00",2019-08-31 14:00:00,"lunchtime kick-off",6.04166666666667,13423,"Sergio Agüero",2019,2,5,0.460195899009705,90,"FW","Manchester City","Brighton",4,0,11678,347519,0.33910807967186,1,2,2,0.460195899009705,0.793116390705109,0.107952825725079,"Man City",2045.17126465,1628.0123291
"43",0,0,21,0,13.3,210,46,3,1,14,37.6,2019-09-14,90,14,0,0,0,0,"5",0,1779274,2,3,89,6,336532,376539,40007,121,"False",0,"Sergio","Agüero","MCI","ST",619,0.930555555555556,10,56.95,17.225,48.5,12.275,0,2,0.738888888888889,"NOR",0.5,2019-09-14,2019-09-14,"16:30",2019-09-14 16:30:00,"afternoon kick-off",14.1041666666667,13422,"Sergio Agüero",2019,1,6,0.95932537317276,90,"FW","Norwich","Manchester City",3,2,11689,349283,0.0727362036705017,0,1,1,0.95932537317276,1.03206157684326,0,"Man City",2046.64904785,1635.68798828
"44",1,0,40,1,38.1,210,57,0,1,14.8,53.4,2019-09-21,90,18,0,0,0,0,"6",0,1897051,0,8,56,9,105549,143263,37714,121,"True",0,"Sergio","Agüero","MCI","ST",619,1,10.25,58,20.475,66.5,14.5,2,1.375,0.930555555555556,"WAT",0.625,2019-09-21,2019-09-21,"14:00",2019-09-21 14:00:00,"lunchtime kick-off",6.89583333333333,13421,"Sergio Agüero",2019,1,6,2.3329701423645,90,"FW","Manchester City","Watford",8,0,11695,352278,1.21046888828278,1,3,0,1.57180142402649,2.5631856918335,0.496600657701492,"Man City",2029.57116699,1653.43115234
"45",1,0,11,0,2.8,210,65,0,0,0.9,0,2019-09-28,24,8,0,0,0,0,"7",0,2034658,3,1,7,4,115677,165851,50174,122,"False",0,"Sergio","Agüero","MCI","ST",619,0.816666666666667,11,63.5,27.275,67.75,15.875,2.5,1.625,1,"EVE",0.5,2019-09-28,2019-09-28,"16:30",2019-09-28 16:30:00,"afternoon kick-off",7.10416666666667,13420,"Sergio Agüero",2019,0,2,0.11158986389637,18,"Sub","Everton","Manchester City",1,3,11711,354882,0,0,0,0,0.11158986389637,0.11158986389637,0.0712051540613174,"Man City",2032.13928223,1731.68579102
