"","player","position","club","round","season","goals","assists","sum_goals","sum_assists","sum_total_points","sum_xG","sum_xA","sum_shots","sum_KP","sum_xG90","sum_goal90","sum_xA90","sum_assists90","sum_shots90","sum_KP90","value","color"
"1","Abdoulaye Doucouré","DM","WAT","1","2018/2019",0,0,0,0,3,0,0.096,0,2,0,0,0.096,0,0,2,6,"#eddf1c"
"2","Abdoulaye Doucouré","DM","WAT","2","2018/2019",0,1,0,1,9,0,0.515,0,3,0,0,0.515,1,0,3,6,"#eddf1c"
"3","Abdoulaye Doucouré","DM","WAT","3","2018/2019",0,0,0,1,11,0.06,0.701,2,6,0.06,0,0.701,1,2,6,6,"#eddf1c"
"4","Abdoulaye Doucouré","DM","WAT","4","2018/2019",0,0,0,1,11,0.06,0.701,2,6,0.06,0,0.701,1,2,6,6,"#eddf1c"
"5","Abdoulaye Doucouré","DM","WAT","5","2018/2019",0,1,0,2,19,0.152,0.81,6,7,0.152,0,0.81,2,6,7,5.9,"#eddf1c"
"6","Abdoulaye Doucouré","DM","WAT","6","2018/2019",0,0,0,2,21,0.232,0.935,7,9,0.232,0,0.935,2,7,9,5.9,"#eddf1c"
"7","Abdoulaye Doucouré","DM","WAT","7","2018/2019",0,0,0,2,22,0.847,0.975,10,10,0.847,0,0.975,2,10,10,5.9,"#eddf1c"
"8","Abdoulaye Doucouré","DM","WAT","8","2018/2019",0,0,0,2,23,0.904,0.975,12,10,0.904,0,0.975,2,12,10,5.9,"#eddf1c"
"9","Abdoulaye Doucouré","DM","WAT","9","2018/2019",0,2,0,4,34,1.339,1.36,14,14,1.339,0,1.36,4,14,14,5.9,"#eddf1c"
"10","Abdoulaye Doucouré","DM","WAT","10","2018/2019",0,0,0,4,37,1.339,1.455,14,15,1.339,0,1.455,4,14,15,5.9,"#eddf1c"
"11","Abdoulaye Doucouré","DM","WAT","11","2018/2019",0,0,0,4,39,1.339,1.958,14,16,1.339,0,1.958,4,14,16,5.9,"#eddf1c"
"12","Abdoulaye Doucouré","DM","WAT","12","2018/2019",0,0,0,4,41,1.339,1.983,14,17,1.339,0,1.983,4,14,17,5.9,"#eddf1c"
"13","Abdoulaye Doucouré","DM","WAT","13","2018/2019",0,0,0,4,43,1.339,1.983,14,17,1.339,0,1.983,4,14,17,5.9,"#eddf1c"
"14","Abdoulaye Doucouré","DM","WAT","14","2018/2019",0,0,0,4,45,1.41,1.983,16,17,1.41,0,1.983,4,16,17,5.9,"#eddf1c"
"15","Abdoulaye Doucouré","DM","WAT","15","2018/2019",1,0,1,4,53,3.007,2.326,21,18,3.007,1,2.326,4,21,18,5.9,"#eddf1c"
"16","Abdoulaye Doucouré","DM","WAT","16","2018/2019",1,0,2,4,61,3.623,2.326,24,18,3.623,2,2.326,4,24,18,5.9,"#eddf1c"
"17","Abdoulaye Doucouré","DM","WAT","17","2018/2019",0,1,2,5,66,3.727,2.757,25,20,3.727,2,2.757,5,25,20,5.9,"#eddf1c"
"18","Abdoulaye Doucouré","DM","WAT","18","2018/2019",0,0,2,5,69,4.14,2.757,26,20,4.14,2,2.757,5,26,20,5.9,"#eddf1c"
"19","Abdoulaye Doucouré","DM","WAT","19","2018/2019",0,0,2,5,71,4.761,3.094,31,21,4.761,2,3.094,5,31,21,5.9,"#eddf1c"
"20","Abdoulaye Doucouré","DM","WAT","20","2018/2019",1,0,3,5,78,5.024,3.094,32,21,5.419,4.5,3.094,5,33.5,21,5.9,"#eddf1c"
"21","Abdoulaye Doucouré","DM","WAT","21","2018/2019",0,0,3,5,78,5.067,3.213,33,23,5.489,4.5,3.289,5,35.136,24.273,5.9,"#eddf1c"
"22","Abdoulaye Doucouré","DM","WAT","22","2018/2019",0,0,3,5,80,5.156,3.288,35,24,5.578,4.5,3.363,5,37.136,25.273,5.9,"#eddf1c"
"23","Abdoulaye Doucouré","DM","WAT","23","2018/2019",0,0,3,5,80,5.156,3.288,35,24,5.578,4.5,3.363,5,37.136,25.273,5.9,"#eddf1c"
"24","Abdoulaye Doucouré","DM","WAT","24","2018/2019",0,0,3,5,80,5.156,3.288,35,24,5.578,4.5,3.363,5,37.136,25.273,5.9,"#eddf1c"
"25","Abdoulaye Doucouré","DM","WAT","25","2018/2019",0,0,3,5,80,5.156,3.288,35,24,5.578,4.5,3.363,5,37.136,25.273,5.9,"#eddf1c"
"26","Abdoulaye Doucouré","DM","WAT","26","2018/2019",0,0,3,5,83,5.156,3.325,35,25,5.578,4.5,3.4,5,37.136,26.273,5.9,"#eddf1c"
"27","Abdoulaye Doucouré","DM","WAT","27","2018/2019",0,1,3,6,89,5.156,4.136,35,26,5.578,4.5,4.211,6,37.136,27.273,5.9,"#eddf1c"
"28","Abdoulaye Doucouré","DM","WAT","28","2018/2019",0,0,3,6,91,5.156,4.136,35,26,5.578,4.5,4.211,6,37.136,27.273,5.9,"#eddf1c"
"29","Abdoulaye Doucouré","DM","WAT","29","2018/2019",0,0,3,6,92,5.178,4.136,36,26,5.601,4.5,4.211,6,38.136,27.273,5.9,"#eddf1c"
"30","Abdoulaye Doucouré","DM","WAT","30","2018/2019",0,0,3,6,94,5.178,4.136,36,26,5.601,4.5,4.211,6,38.136,27.273,5.9,"#eddf1c"
"31","Abdoulaye Doucouré","DM","WAT","32","2018/2019",1,0,4,6,104,5.907,4.197,40,27,6.33,5.5,4.272,6,42.136,28.273,5.9,"#eddf1c"
"32","Abdoulaye Doucouré","DM","WAT","32","2018/2019",1,0,5,6,111,6.123,4.303,43,29,6.545,6.5,4.379,6,45.136,30.273,5.9,"#eddf1c"
"33","Abdoulaye Doucouré","DM","WAT","34","2018/2019",0,0,5,6,113,6.123,4.322,43,30,6.545,6.5,4.398,6,45.136,31.273,5.9,"#eddf1c"
"34","Abdoulaye Doucouré","DM","WAT","35","2018/2019",0,1,5,7,118,6.348,4.399,45,31,6.77,6.5,4.475,7,47.136,32.273,6,"#eddf1c"
"35","Abdoulaye Doucouré","DM","WAT","35","2018/2019",0,0,5,7,119,6.443,4.486,46,33,6.865,6.5,4.561,7,48.136,34.273,6,"#eddf1c"
"36","Abdoulaye Doucouré","DM","WAT","36","2018/2019",0,0,5,7,121,6.443,4.498,46,34,6.865,6.5,4.573,7,48.136,35.273,6,"#eddf1c"
"37","Abdoulaye Doucouré","DM","WAT","37","2018/2019",0,0,5,7,122,6.709,4.58,49,36,7.131,6.5,4.655,7,51.136,37.273,5.9,"#eddf1c"
"38","Abdoulaye Doucouré","DM","WAT","38","2018/2019",0,0,5,7,124,6.849,5.389,51,38,7.272,6.5,5.465,7,53.136,39.273,5.8,"#eddf1c"
"39","Aaron Mooy","AM","HUD","1","2018/2019",0,0,0,0,2,0,0.009,0,1,0,0,0.009,0,0,1,5.5,"#6c66d9"
"40","Aaron Mooy","AM","HUD","2","2018/2019",0,0,0,0,2,0,0.009,0,1,0,0,0.009,0,0,1,5.5,"#6c66d9"
"41","Aaron Mooy","AM","HUD","3","2018/2019",0,0,0,0,5,0,0.046,0,2,0,0,0.046,0,0,2,5.4,"#6c66d9"
"42","Aaron Mooy","AM","HUD","4","2018/2019",0,0,0,0,7,0.029,0.046,2,2,0.029,0,0.046,0,2,2,5.4,"#6c66d9"
"43","Aaron Mooy","AM","HUD","5","2018/2019",0,0,0,0,9,0.164,0.057,6,3,0.164,0,0.057,0,6,3,5.4,"#6c66d9"
"44","Aaron Mooy","AM","HUD","6","2018/2019",0,0,0,0,11,0.18,0.057,7,3,0.18,0,0.057,0,7,3,5.3,"#6c66d9"
"45","Aaron Mooy","AM","HUD","7","2018/2019",0,0,0,0,13,0.192,0.067,8,4,0.192,0,0.067,0,8,4,5.3,"#6c66d9"
"46","Aaron Mooy","AM","HUD","8","2018/2019",0,0,0,0,15,0.263,0.571,11,9,0.263,0,0.571,0,11,9,5.3,"#6c66d9"
"47","Aaron Mooy","AM","HUD","9","2018/2019",0,0,0,0,17,0.282,0.646,12,10,0.282,0,0.646,0,12,10,5.2,"#6c66d9"
"48","Aaron Mooy","AM","HUD","10","2018/2019",0,0,0,0,18,0.406,0.821,15,14,0.406,0,0.821,0,15,14,5.2,"#6c66d9"
"49","Aaron Mooy","AM","HUD","11","2018/2019",0,0,0,0,21,0.533,0.894,16,16,0.533,0,0.894,0,16,16,5.2,"#6c66d9"
"50","Aaron Mooy","AM","HUD","12","2018/2019",0,0,0,0,23,0.626,0.93,19,17,0.626,0,0.93,0,19,17,5.2,"#6c66d9"
"51","Aaron Mooy","AM","HUD","13","2018/2019",2,0,2,0,39,0.791,1.071,23,19,0.791,2,1.071,0,23,19,5.1,"#6c66d9"
"52","Aaron Mooy","AM","HUD","14","2018/2019",0,0,2,0,41,0.84,1.162,24,20,0.862,2,1.203,0,24.452,20.452,5.1,"#6c66d9"
"53","Aaron Mooy","AM","HUD","15","2018/2019",0,0,2,0,42,1.01,1.44,27,26,1.032,2,1.481,0,27.452,26.452,5.1,"#6c66d9"
"54","Aaron Mooy","AM","HUD","16","2018/2019",0,0,2,0,44,1.01,1.448,27,27,1.032,2,1.489,0,27.452,27.452,5.1,"#6c66d9"
"55","Aaron Mooy","AM","HUD","17","2018/2019",0,0,2,0,44,1.01,1.448,27,27,1.032,2,1.489,0,27.452,27.452,5.1,"#6c66d9"
"56","Aaron Mooy","AM","HUD","18","2018/2019",0,0,2,0,44,1.01,1.448,27,27,1.032,2,1.489,0,27.452,27.452,5.1,"#6c66d9"
"57","Aaron Mooy","AM","HUD","19","2018/2019",0,0,2,0,44,1.01,1.448,27,27,1.032,2,1.489,0,27.452,27.452,5.1,"#6c66d9"
"58","Aaron Mooy","AM","HUD","20","2018/2019",0,0,2,0,44,1.01,1.448,27,27,1.032,2,1.489,0,27.452,27.452,5.1,"#6c66d9"
"59","Aaron Mooy","AM","HUD","21","2018/2019",0,0,2,0,44,1.01,1.448,27,27,1.032,2,1.489,0,27.452,27.452,5.1,"#6c66d9"
"60","Aaron Mooy","AM","HUD","22","2018/2019",0,0,2,0,44,1.01,1.448,27,27,1.032,2,1.489,0,27.452,27.452,5.1,"#6c66d9"
"61","Aaron Mooy","AM","HUD","23","2018/2019",0,0,2,0,44,1.01,1.448,27,27,1.032,2,1.489,0,27.452,27.452,5.1,"#6c66d9"
"62","Aaron Mooy","AM","HUD","24","2018/2019",0,0,2,0,45,1.183,1.448,29,27,1.478,2,1.489,0,32.594,27.452,5,"#6c66d9"
"63","Aaron Mooy","AM","HUD","25","2018/2019",0,0,2,0,47,1.287,1.489,31,29,1.581,2,1.53,0,34.594,29.452,5,"#6c66d9"
"64","Aaron Mooy","AM","HUD","26","2018/2019",0,0,2,0,49,1.306,1.78,32,31,1.6,2,1.821,0,35.594,31.452,5,"#6c66d9"
"65","Aaron Mooy","AM","HUD","27","2018/2019",0,0,2,0,51,1.306,1.79,32,32,1.6,2,1.831,0,35.594,32.452,5,"#6c66d9"
"66","Aaron Mooy","AM","HUD","28","2018/2019",0,0,2,0,52,1.346,1.901,33,33,1.898,2,2.663,0,43.094,39.952,5,"#6c66d9"
"67","Aaron Mooy","AM","HUD","29","2018/2019",0,0,2,0,52,1.363,1.901,34,33,1.931,2,2.663,0,44.931,39.952,5,"#6c66d9"
"68","Aaron Mooy","AM","HUD","30","2018/2019",0,0,2,0,53,1.494,1.901,37,33,2.062,2,2.663,0,47.931,39.952,5,"#6c66d9"
"69","Aaron Mooy","AM","HUD","31","2018/2019",0,1,2,1,59,1.494,2.541,37,37,2.062,2,3.303,1,47.931,43.952,5,"#6c66d9"
"70","Aaron Mooy","AM","HUD","32","2018/2019",0,0,2,1,61,1.548,2.567,39,38,2.116,2,3.329,1,49.931,44.952,5,"#6c66d9"
"71","Aaron Mooy","AM","HUD","33","2018/2019",1,0,3,1,69,2.309,2.579,40,39,2.877,3,3.341,1,50.931,45.952,5,"#6c66d9"
"72","Aaron Mooy","AM","HUD","34","2018/2019",0,0,3,1,70,2.309,2.579,40,39,2.877,3,3.341,1,50.931,45.952,5,"#6c66d9"
"73","Aaron Mooy","AM","HUD","35","2018/2019",0,0,3,1,72,2.407,2.728,42,42,2.974,3,3.49,1,52.931,48.952,5,"#6c66d9"
"74","Aaron Mooy","AM","HUD","36","2018/2019",0,0,3,1,72,2.407,2.728,42,42,2.974,3,3.49,1,52.931,48.952,5,"#6c66d9"
"75","Aaron Mooy","AM","HUD","37","2018/2019",0,0,3,1,74,2.407,2.728,42,42,2.974,3,3.49,1,52.931,48.952,5,"#6c66d9"
"76","Aaron Mooy","AM","HUD","38","2018/2019",0,0,3,1,76,2.42,2.745,43,43,2.988,3,3.508,1,53.931,49.952,5,"#6c66d9"
"77","Alex McCarthy","GK","SOU","1","2018/2019",0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4.5,"#db2342"
"78","Alex McCarthy","GK","SOU","2","2018/2019",0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4.5,"#db2342"
"79","Alex McCarthy","GK","SOU","3","2018/2019",0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4.5,"#db2342"
"80","Alex McCarthy","GK","SOU","4","2018/2019",0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,4.5,"#db2342"
"81","Alex McCarthy","GK","SOU","5","2018/2019",0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,4.5,"#db2342"
"82","Alex McCarthy","GK","SOU","6","2018/2019",0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,4.5,"#db2342"
"83","Alex McCarthy","GK","SOU","7","2018/2019",0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,4.5,"#db2342"
"84","Alex McCarthy","GK","SOU","8","2018/2019",0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,4.5,"#db2342"
"85","Alex McCarthy","GK","SOU","9","2018/2019",0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,4.5,"#db2342"
"86","Alex McCarthy","GK","SOU","10","2018/2019",0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,4.5,"#db2342"
"87","Alex McCarthy","GK","SOU","11","2018/2019",0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,4.5,"#db2342"
"88","Alex McCarthy","GK","SOU","12","2018/2019",0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,4.5,"#db2342"
"89","Alex McCarthy","GK","SOU","13","2018/2019",0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,4.5,"#db2342"
"90","Alex McCarthy","GK","SOU","14","2018/2019",0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,4.5,"#db2342"
"91","Alex McCarthy","GK","SOU","15","2018/2019",0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,4.5,"#db2342"
"92","Alex McCarthy","GK","SOU","16","2018/2019",0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,4.5,"#db2342"
"93","Alex McCarthy","GK","SOU","17","2018/2019",0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,4.5,"#db2342"
"94","Alex McCarthy","GK","SOU","18","2018/2019",0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,4.5,"#db2342"
"95","Alex McCarthy","GK","SOU","19","2018/2019",0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,4.5,"#db2342"
"96","Alex McCarthy","GK","SOU","20","2018/2019",0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,4.5,"#db2342"
"97","Alex McCarthy","GK","SOU","21","2018/2019",0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,4.5,"#db2342"
"98","Alex McCarthy","GK","SOU","22","2018/2019",0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,4.4,"#db2342"
"99","Alex McCarthy","GK","SOU","23","2018/2019",0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,4.4,"#db2342"
"100","Alex McCarthy","GK","SOU","24","2018/2019",0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,4.4,"#db2342"
"101","Alex McCarthy","GK","SOU","25","2018/2019",0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,4.4,"#db2342"
"102","Alex McCarthy","GK","SOU","26","2018/2019",0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,4.4,"#db2342"
"103","Alex McCarthy","GK","SOU","27","2018/2019",0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,4.4,"#db2342"
"104","Alex McCarthy","GK","SOU","28","2018/2019",0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,4.4,"#db2342"
"105","Alex McCarthy","GK","SOU","29","2018/2019",0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,4.4,"#db2342"
"106","Alex McCarthy","GK","SOU","30","2018/2019",0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,4.4,"#db2342"
"107","Alex McCarthy","GK","SOU","32","2018/2019",0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,4.4,"#db2342"
"108","Alex McCarthy","GK","SOU","33","2018/2019",0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,4.3,"#db2342"
"109","Alex McCarthy","GK","SOU","34","2018/2019",0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,4.3,"#db2342"
"110","Alex McCarthy","GK","SOU","35","2018/2019",0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,4.3,"#db2342"
"111","Alex McCarthy","GK","SOU","35","2018/2019",0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,4.3,"#db2342"
"112","Alex McCarthy","GK","SOU","36","2018/2019",0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,4.3,"#db2342"
"113","Alex McCarthy","GK","SOU","37","2018/2019",0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,4.3,"#db2342"
"114","Alex McCarthy","GK","SOU","38","2018/2019",0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,4.3,"#db2342"
"115","Alisson Becker","GK","LIV","1","2018/2019",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5.5,"#fc0303"
"116","Alisson Becker","GK","LIV","2","2018/2019",0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5.5,"#fc0303"
"117","Alisson Becker","GK","LIV","3","2018/2019",0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,5.5,"#fc0303"
"118","Alisson Becker","GK","LIV","4","2018/2019",0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,5.6,"#fc0303"
"119","Alisson Becker","GK","LIV","5","2018/2019",0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,5.6,"#fc0303"
"120","Alisson Becker","GK","LIV","6","2018/2019",0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,5.6,"#fc0303"
"121","Alisson Becker","GK","LIV","7","2018/2019",0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,5.6,"#fc0303"
"122","Alisson Becker","GK","LIV","8","2018/2019",0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,5.6,"#fc0303"
"123","Alisson Becker","GK","LIV","9","2018/2019",0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,5.6,"#fc0303"
"124","Alisson Becker","GK","LIV","10","2018/2019",0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,5.6,"#fc0303"
"125","Alisson Becker","GK","LIV","11","2018/2019",0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,5.7,"#fc0303"
"126","Alisson Becker","GK","LIV","12","2018/2019",0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,5.7,"#fc0303"
"127","Alisson Becker","GK","LIV","13","2018/2019",0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,5.7,"#fc0303"
"128","Alisson Becker","GK","LIV","14","2018/2019",0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,5.7,"#fc0303"
"129","Alisson Becker","GK","LIV","15","2018/2019",0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,5.7,"#fc0303"
"130","Alisson Becker","GK","LIV","16","2018/2019",0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,5.7,"#fc0303"
"131","Alisson Becker","GK","LIV","17","2018/2019",0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,5.7,"#fc0303"
"132","Alisson Becker","GK","LIV","18","2018/2019",0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,5.8,"#fc0303"
"133","Alisson Becker","GK","LIV","19","2018/2019",0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,5.9,"#fc0303"
"134","Alisson Becker","GK","LIV","20","2018/2019",0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,5.9,"#fc0303"
"135","Alisson Becker","GK","LIV","21","2018/2019",0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,5.9,"#fc0303"
"136","Alisson Becker","GK","LIV","22","2018/2019",0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,5.9,"#fc0303"
"137","Alisson Becker","GK","LIV","23","2018/2019",0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,6,"#fc0303"
"138","Alisson Becker","GK","LIV","24","2018/2019",0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,6,"#fc0303"
"139","Alisson Becker","GK","LIV","25","2018/2019",0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,6,"#fc0303"
"140","Alisson Becker","GK","LIV","26","2018/2019",0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,6,"#fc0303"
"141","Alisson Becker","GK","LIV","27","2018/2019",0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,6,"#fc0303"
"142","Alisson Becker","GK","LIV","28","2018/2019",0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,6,"#fc0303"
"143","Alisson Becker","GK","LIV","29","2018/2019",0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,6,"#fc0303"
"144","Alisson Becker","GK","LIV","30","2018/2019",0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,6,"#fc0303"
"145","Alisson Becker","GK","LIV","31","2018/2019",0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,6,"#fc0303"
"146","Alisson Becker","GK","LIV","32","2018/2019",0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,5.9,"#fc0303"
"147","Alisson Becker","GK","LIV","33","2018/2019",0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,5.9,"#fc0303"
"148","Alisson Becker","GK","LIV","34","2018/2019",0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,5.9,"#fc0303"
"149","Alisson Becker","GK","LIV","35","2018/2019",0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,5.9,"#fc0303"
"150","Alisson Becker","GK","LIV","36","2018/2019",0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,5.9,"#fc0303"
"151","Alisson Becker","GK","LIV","37","2018/2019",0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,5.9,"#fc0303"
"152","Alisson Becker","GK","LIV","38","2018/2019",0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,5.9,"#fc0303"
"153","Álvaro Morata","ST","CHE","1","2018/2019",0,0,0,0,2,0.241,0,2,0,0.241,0,0,0,2,0,9,"#2427e3"
"154","Álvaro Morata","ST","CHE","2","2018/2019",1,0,1,0,8,0.422,0.031,5,1,0.461,1.216,0.038,0,5.649,1.216,9,"#2427e3"
"155","Álvaro Morata","ST","CHE","3","2018/2019",0,0,1,0,10,0.513,0.031,7,1,0.59,1.216,0.038,0,8.461,1.216,9,"#2427e3"
"156","Álvaro Morata","ST","CHE","4","2018/2019",0,0,1,0,12,0.692,0.031,9,1,0.857,1.216,0.038,0,11.461,1.216,9,"#2427e3"
"157","Álvaro Morata","ST","CHE","5","2018/2019",0,0,1,0,12,0.692,0.031,9,1,0.857,1.216,0.038,0,11.461,1.216,9,"#2427e3"
"158","Álvaro Morata","ST","CHE","6","2018/2019",0,0,1,0,13,1.078,0.031,10,1,2.247,1.216,0.038,0,15.061,1.216,8.9,"#2427e3"
"159","Álvaro Morata","ST","CHE","7","2018/2019",0,0,1,0,14,1.346,0.031,12,1,3.212,1.216,0.038,0,22.261,1.216,8.8,"#2427e3"
"160","Álvaro Morata","ST","CHE","8","2018/2019",1,0,2,0,19,2.42,0.031,14,1,7.606,5.307,0.038,0,30.443,1.216,8.8,"#2427e3"
"161","Álvaro Morata","ST","CHE","9","2018/2019",0,0,2,0,21,2.592,0.046,16,2,7.804,5.307,0.055,0,32.751,2.37,8.7,"#2427e3"
"162","Álvaro Morata","ST","CHE","10","2018/2019",1,0,3,0,26,3.859,0.112,21,3,9.367,6.54,0.137,0,38.915,3.603,8.7,"#2427e3"
"163","Álvaro Morata","ST","CHE","11","2018/2019",2,0,5,0,39,5.04,0.14,26,4,10.548,8.54,0.165,0,43.915,4.603,8.7,"#2427e3"
"164","Álvaro Morata","ST","CHE","12","2018/2019",0,0,5,0,40,5.566,0.156,27,5,11.074,8.54,0.18,0,44.915,5.603,8.7,"#2427e3"
"165","Álvaro Morata","ST","CHE","13","2018/2019",0,0,5,0,41,5.697,0.171,29,6,11.28,8.54,0.205,0,48.073,7.182,8.7,"#2427e3"
"166","Álvaro Morata","ST","CHE","14","2018/2019",0,0,5,0,41,6.096,0.171,30,6,13.077,8.54,0.205,0,52.573,7.182,8.7,"#2427e3"
"167","Álvaro Morata","ST","CHE","15","2018/2019",0,0,5,0,43,6.196,0.215,32,7,13.218,8.54,0.266,0,55.385,8.588,8.7,"#2427e3"
"168","Álvaro Morata","ST","CHE","16","2018/2019",0,0,5,0,43,6.196,0.215,32,7,13.218,8.54,0.266,0,55.385,8.588,8.6,"#2427e3"
"169","Álvaro Morata","ST","CHE","17","2018/2019",0,0,5,0,43,6.196,0.215,32,7,13.218,8.54,0.266,0,55.385,8.588,8.6,"#2427e3"
"170","Álvaro Morata","ST","CHE","18","2018/2019",0,0,5,0,43,6.196,0.215,32,7,13.218,8.54,0.266,0,55.385,8.588,8.5,"#2427e3"
"171","Álvaro Morata","ST","CHE","19","2018/2019",0,0,5,0,43,6.196,0.215,32,7,13.218,8.54,0.266,0,55.385,8.588,8.5,"#2427e3"
"172","Álvaro Morata","ST","CHE","20","2018/2019",0,0,5,0,44,6.196,0.215,32,7,13.218,8.54,0.266,0,55.385,8.588,8.4,"#2427e3"
"173","Álvaro Morata","ST","CHE","21","2018/2019",0,0,5,0,46,6.411,0.215,35,7,13.433,8.54,0.266,0,58.385,8.588,8.4,"#2427e3"
"174","Álvaro Morata","ST","CHE","22","2018/2019",0,0,5,0,46,6.411,0.215,35,7,13.433,8.54,0.266,0,58.385,8.588,8.4,"#2427e3"
"175","Álvaro Morata","ST","CHE","23","2018/2019",0,0,5,0,46,6.411,0.215,35,7,13.433,8.54,0.266,0,58.385,8.588,8.4,"#2427e3"
"176","Álvaro Morata","ST","CHE","24","2018/2019",0,0,5,0,46,6.411,0.215,35,7,13.433,8.54,0.266,0,58.385,8.588,8.4,"#2427e3"
"177","Álvaro Morata","ST","CHE","25","2018/2019",0,0,5,0,46,6.411,0.215,35,7,13.433,8.54,0.266,0,58.385,8.588,8.4,"#2427e3"
"178","Álvaro Morata","ST","CHE","26","2018/2019",0,0,5,0,46,6.411,0.215,35,7,13.433,8.54,0.266,0,58.385,8.588,8.4,"#2427e3"
"179","Álvaro Morata","ST","CHE","28","2018/2019",0,0,5,0,46,6.411,0.215,35,7,13.433,8.54,0.266,0,58.385,8.588,8.4,"#2427e3"
"180","Álvaro Morata","ST","CHE","29","2018/2019",2,0,7,0,46,8.357,0.215,39,7,13.433,8.54,0.266,0,58.385,8.588,8.4,"#2427e3"
"181","Álvaro Morata","ST","CHE","30","2018/2019",0,0,7,0,46,8.357,0.215,39,7,13.433,8.54,0.266,0,58.385,8.588,8.4,"#2427e3"
"182","Álvaro Morata","ST","CHE","31","2018/2019",0,0,7,0,46,8.357,0.215,39,7,13.433,8.54,0.266,0,58.385,8.588,8.4,"#2427e3"
