"","player","position","club","round","season","goals","assists","sum_goals","sum_assists","sum_total_points","sum_xG","sum_xA","sum_shots","sum_KP","sum_xG90","sum_goal90","sum_xA90","sum_assists90","sum_shots90","sum_KP90","value","color"
"4450","Richarlison","AM","EVE","10","2018/2019",0,1,4,1,41,2.332,0.813,18,6,2.469,4.176,0.826,1,19.658,6.187,6.8,"#072ef0"
"4451","Richarlison","AM","EVE","11","2018/2019",2,0,6,1,56,3.171,0.83,22,7,3.308,6.176,0.842,1,23.658,7.187,6.8,"#072ef0"
"4452","Richarlison","AM","EVE","12","2018/2019",0,0,6,1,59,3.209,0.83,23,7,3.346,6.176,0.842,1,24.68,7.187,6.9,"#072ef0"
"4453","Richarlison","AM","EVE","13","2018/2019",0,0,6,1,62,3.651,0.854,25,8,3.788,6.176,0.866,1,26.68,8.187,7,"#072ef0"
"4454","Richarlison","AM","EVE","14","2018/2019",0,0,6,1,64,3.692,0.854,26,8,3.83,6.176,0.866,1,27.68,8.187,7,"#072ef0"
"4455","Richarlison","AM","EVE","15","2018/2019",1,0,7,1,74,4.51,0.854,32,8,4.647,7.176,0.866,1,33.68,8.187,7,"#072ef0"
"4456","Richarlison","AM","EVE","16","2018/2019",1,0,8,1,81,5.014,0.862,34,9,5.151,8.176,0.875,1,35.68,9.187,7.1,"#072ef0"
"4457","Richarlison","AM","EVE","17","2018/2019",0,0,8,1,83,5.54,0.862,37,9,5.677,8.176,0.875,1,38.68,9.187,7.1,"#072ef0"
"4458","Richarlison","AM","EVE","18","2018/2019",0,1,8,2,88,5.652,0.949,38,10,5.814,8.176,0.98,2.216,39.897,10.403,7.1,"#072ef0"
"4459","Richarlison","AM","EVE","19","2018/2019",1,0,9,2,93,5.935,0.949,41,10,6.92,12.09,0.98,2.216,51.636,10.403,7,"#072ef0"
"4460","Richarlison","AM","EVE","20","2018/2019",0,0,9,2,95,6.125,0.949,44,10,7.11,12.09,0.98,2.216,54.636,10.403,7,"#072ef0"
"4461","Richarlison","AM","EVE","21","2018/2019",0,0,9,2,97,6.467,0.949,48,10,7.453,12.09,0.98,2.216,58.636,10.403,7,"#072ef0"
"4462","Richarlison","AM","EVE","22","2018/2019",0,0,9,2,99,7.15,0.949,52,10,8.167,12.09,0.98,2.216,62.822,10.403,6.9,"#072ef0"
"4463","Richarlison","AM","EVE","23","2018/2019",0,0,9,2,101,7.15,0.949,52,10,8.167,12.09,0.98,2.216,62.822,10.403,6.9,"#072ef0"
"4464","Richarlison","AM","EVE","24","2018/2019",1,0,10,2,109,8.044,0.949,55,10,9.114,13.148,0.98,2.216,65.998,10.403,6.8,"#072ef0"
"4465","Richarlison","AM","EVE","25","2018/2019",0,0,10,2,111,8.044,1.03,55,12,9.114,13.148,1.06,2.216,65.998,12.403,6.8,"#072ef0"
"4466","Richarlison","AM","EVE","25","2018/2019",0,0,10,2,112,8.044,1.03,55,12,9.114,13.148,1.06,2.216,65.998,12.403,6.8,"#072ef0"
"4467","Richarlison","AM","EVE","26","2018/2019",0,0,10,2,114,8.044,1.03,55,12,9.114,13.148,1.06,2.216,65.998,12.403,6.7,"#072ef0"
"4468","Richarlison","AM","EVE","28","2018/2019",0,0,10,2,117,8.07,1.03,56,12,9.152,13.148,1.06,2.216,67.498,12.403,6.6,"#072ef0"
"4469","Richarlison","AM","EVE","29","2018/2019",0,0,10,2,118,8.122,1.03,58,12,9.305,13.148,1.06,2.216,73.305,12.403,6.5,"#072ef0"
"4470","Richarlison","AM","EVE","30","2018/2019",1,0,11,2,126,8.791,1.126,60,13,10.118,14.365,1.178,2.216,75.737,13.619,6.5,"#072ef0"
"4471","Richarlison","AM","EVE","31","2018/2019",1,0,12,2,134,9.547,1.126,63,13,10.874,15.365,1.178,2.216,78.737,13.619,6.5,"#072ef0"
"4472","Richarlison","AM","EVE","32","2018/2019",0,0,12,2,136,9.966,1.198,66,14,11.298,15.365,1.25,2.216,81.771,14.63,6.5,"#072ef0"
"4473","Richarlison","AM","EVE","33","2018/2019",0,0,12,2,139,10.354,1.749,69,16,11.745,15.365,1.886,2.216,85.232,16.938,6.5,"#072ef0"
"4474","Richarlison","AM","EVE","34","2018/2019",0,0,12,2,140,10.354,1.771,69,17,11.745,15.365,1.91,2.216,85.232,18.022,6.5,"#072ef0"
"4475","Richarlison","AM","EVE","35","2018/2019",1,0,13,2,146,11.081,1.771,75,17,13.055,17.165,1.91,2.216,96.032,18.022,6.4,"#072ef0"
"4476","Richarlison","AM","EVE","36","2018/2019",0,0,13,2,149,11.221,1.956,79,20,13.194,17.165,2.096,2.216,100.032,21.022,6.4,"#072ef0"
"4477","Richarlison","AM","EVE","37","2018/2019",0,1,13,3,153,11.334,1.956,82,20,13.407,17.165,2.096,4.091,105.657,21.022,6.4,"#072ef0"
"4478","Richarlison","AM","EVE","38","2018/2019",0,0,13,3,153,11.334,1.956,82,20,13.407,17.165,2.096,4.091,105.657,21.022,6.4,"#072ef0"
"4479","Roberto Pereyra","AM","WAT","1","2018/2019",2,0,2,0,16,0.258,0.328,4,1,0.27,2.093,0.344,0,4.186,1.047,6,"#eddf1c"
"4480","Roberto Pereyra","AM","WAT","2","2018/2019",0,0,2,0,18,0.258,0.403,4,3,0.27,2.093,0.419,0,4.186,3.047,6.1,"#eddf1c"
"4481","Roberto Pereyra","AM","WAT","3","2018/2019",1,0,3,0,26,0.508,0.476,8,4,0.52,3.093,0.491,0,8.186,4.047,6.1,"#eddf1c"
"4482","Roberto Pereyra","AM","WAT","4","2018/2019",0,0,3,0,28,0.574,0.476,9,4,0.586,3.093,0.491,0,9.186,4.047,6.2,"#eddf1c"
"4483","Roberto Pereyra","AM","WAT","5","2018/2019",0,0,3,0,30,0.691,0.639,11,8,0.703,3.093,0.654,0,11.186,8.047,6.3,"#eddf1c"
"4484","Roberto Pereyra","AM","WAT","6","2018/2019",0,0,3,0,32,0.752,0.639,12,8,0.764,3.093,0.654,0,12.197,8.047,6.3,"#eddf1c"
"4485","Roberto Pereyra","AM","WAT","7","2018/2019",0,0,3,0,34,0.804,0.639,14,8,0.817,3.093,0.654,0,14.197,8.047,6.3,"#eddf1c"
"4486","Roberto Pereyra","AM","WAT","8","2018/2019",0,0,3,0,36,0.804,0.754,14,10,0.817,3.093,0.796,0,14.197,10.512,6.3,"#eddf1c"
"4487","Roberto Pereyra","AM","WAT","9","2018/2019",1,0,4,0,44,1.126,0.754,17,10,1.139,4.093,0.796,0,17.197,10.512,6.2,"#eddf1c"
"4488","Roberto Pereyra","AM","WAT","10","2018/2019",1,0,5,0,55,1.43,1.235,19,11,1.443,5.093,1.277,0,19.197,11.512,6.3,"#eddf1c"
"4489","Roberto Pereyra","AM","WAT","11","2018/2019",0,0,5,0,57,1.544,1.318,20,12,1.557,5.093,1.36,0,20.197,12.512,6.4,"#eddf1c"
"4490","Roberto Pereyra","AM","WAT","12","2018/2019",0,0,5,0,59,1.795,1.318,22,12,1.894,5.093,1.36,0,22.884,12.512,6.4,"#eddf1c"
"4491","Roberto Pereyra","AM","WAT","13","2018/2019",0,0,5,0,61,2.149,1.577,24,13,2.248,5.093,1.619,0,24.884,13.512,6.4,"#eddf1c"
"4492","Roberto Pereyra","AM","WAT","14","2018/2019",0,0,5,0,62,2.478,1.633,25,14,2.796,5.093,1.713,0,26.551,15.179,6.4,"#eddf1c"
"4493","Roberto Pereyra","AM","WAT","15","2018/2019",0,0,5,0,64,2.545,1.633,26,14,2.863,5.093,1.713,0,27.551,15.179,6.3,"#eddf1c"
"4494","Roberto Pereyra","AM","WAT","16","2018/2019",0,2,5,2,72,3.208,1.71,31,15,3.526,5.093,1.79,2,32.551,16.179,6.3,"#eddf1c"
"4495","Roberto Pereyra","AM","WAT","17","2018/2019",0,0,5,2,74,3.817,1.778,35,17,4.135,5.093,1.857,2,36.551,18.179,6.2,"#eddf1c"
"4496","Roberto Pereyra","AM","WAT","18","2018/2019",0,2,5,4,86,4.006,2.176,38,18,4.324,5.093,2.256,4,39.551,19.179,6.2,"#eddf1c"
"4497","Roberto Pereyra","AM","WAT","19","2018/2019",1,0,6,4,95,4.042,2.25,39,19,4.36,6.093,2.33,4,40.551,20.179,6.2,"#eddf1c"
"4498","Roberto Pereyra","AM","WAT","20","2018/2019",0,0,6,4,97,4.118,2.547,40,20,4.436,6.093,2.627,4,41.551,21.179,6.2,"#eddf1c"
"4499","Roberto Pereyra","AM","WAT","21","2018/2019",0,0,6,4,99,4.198,2.547,43,20,4.516,6.093,2.627,4,44.551,21.179,6.3,"#eddf1c"
"4500","Roberto Pereyra","AM","WAT","22","2018/2019",0,0,6,4,100,4.638,2.547,45,20,4.956,6.093,2.627,4,46.551,21.179,6.3,"#eddf1c"
"4501","Roberto Pereyra","AM","WAT","23","2018/2019",0,0,6,4,103,4.694,2.578,46,21,5.012,6.093,2.658,4,47.551,22.179,6.3,"#eddf1c"
"4502","Roberto Pereyra","AM","WAT","24","2018/2019",0,0,6,4,105,4.694,2.655,46,22,5.012,6.093,2.735,4,47.551,23.179,6.3,"#eddf1c"
"4503","Roberto Pereyra","AM","WAT","25","2018/2019",0,0,6,4,105,4.694,2.655,46,22,5.012,6.093,2.735,4,47.551,23.179,6.2,"#eddf1c"
"4504","Roberto Pereyra","AM","WAT","26","2018/2019",0,0,6,4,105,4.694,2.655,46,22,5.012,6.093,2.735,4,47.551,23.179,6.1,"#eddf1c"
"4505","Roberto Pereyra","AM","WAT","27","2018/2019",0,0,6,4,107,4.742,2.655,47,22,5.073,6.093,2.735,4,48.836,23.179,6.1,"#eddf1c"
"4506","Roberto Pereyra","AM","WAT","28","2018/2019",0,0,6,4,109,4.742,2.655,47,22,5.073,6.093,2.735,4,48.836,23.179,6.1,"#eddf1c"
"4507","Roberto Pereyra","AM","WAT","29","2018/2019",0,0,6,4,111,4.742,2.721,47,24,5.073,6.093,2.8,4,48.836,25.179,6.1,"#eddf1c"
"4508","Roberto Pereyra","AM","WAT","30","2018/2019",0,0,6,4,111,4.742,2.721,47,24,5.073,6.093,2.8,4,48.836,25.179,6,"#eddf1c"
"4509","Roberto Pereyra","AM","WAT","32","2018/2019",0,0,6,4,113,4.912,2.894,50,28,5.244,6.093,2.974,4,51.836,29.179,6,"#eddf1c"
"4510","Roberto Pereyra","AM","WAT","32","2018/2019",0,0,6,4,114,5.045,2.894,51,28,5.51,6.093,2.974,4,53.836,29.179,6,"#eddf1c"
"4511","Roberto Pereyra","AM","WAT","34","2018/2019",0,0,6,4,114,5.045,2.894,51,28,5.51,6.093,2.974,4,53.836,29.179,6,"#eddf1c"
"4512","Roberto Pereyra","AM","WAT","35","2018/2019",0,0,6,4,114,5.045,2.894,51,28,5.51,6.093,2.974,4,53.836,29.179,6,"#eddf1c"
"4513","Roberto Pereyra","AM","WAT","35","2018/2019",0,0,6,4,116,5.204,2.894,53,28,5.668,6.093,2.974,4,55.836,29.179,6,"#eddf1c"
"4514","Roberto Pereyra","AM","WAT","36","2018/2019",0,0,6,4,118,5.288,3.065,56,31,5.752,6.093,3.144,4,58.836,32.179,5.9,"#eddf1c"
"4515","Roberto Pereyra","AM","WAT","37","2018/2019",0,0,6,4,120,5.288,3.464,56,33,5.752,6.093,3.543,4,58.836,34.179,5.9,"#eddf1c"
"4516","Roberto Pereyra","AM","WAT","38","2018/2019",0,0,6,4,122,5.379,3.538,57,34,5.843,6.093,3.618,4,59.836,35.179,5.9,"#eddf1c"
"4517","Rúben Neves","DM","WOL","1","2018/2019",1,1,1,1,12,0.142,0.274,3,1,0.142,1,0.274,1,3,1,5,"#f0a61d"
"4518","Rúben Neves","DM","WOL","2","2018/2019",0,0,1,1,14,0.165,0.274,5,1,0.165,1,0.274,1,5,1,5.1,"#f0a61d"
"4519","Rúben Neves","DM","WOL","3","2018/2019",0,0,1,1,16,0.249,0.305,9,2,0.249,1,0.305,1,9,2,5.1,"#f0a61d"
"4520","Rúben Neves","DM","WOL","4","2018/2019",0,0,1,1,19,0.27,0.305,11,2,0.27,1,0.305,1,11,2,5.2,"#f0a61d"
"4521","Rúben Neves","DM","WOL","5","2018/2019",0,0,1,1,21,0.332,0.539,14,7,0.332,1,0.539,1,14,7,5.2,"#f0a61d"
"4522","Rúben Neves","DM","WOL","6","2018/2019",0,0,1,1,22,0.347,0.609,15,9,0.347,1,0.609,1,15,9,5.2,"#f0a61d"
"4523","Rúben Neves","DM","WOL","7","2018/2019",0,0,1,1,25,0.41,0.741,17,11,0.41,1,0.741,1,17,11,5.2,"#f0a61d"
"4524","Rúben Neves","DM","WOL","8","2018/2019",0,0,1,1,28,0.423,0.777,18,12,0.423,1,0.777,1,18,12,5.2,"#f0a61d"
"4525","Rúben Neves","DM","WOL","9","2018/2019",0,0,1,1,29,0.483,0.777,20,12,0.483,1,0.777,1,20,12,5.1,"#f0a61d"
"4526","Rúben Neves","DM","WOL","10","2018/2019",0,0,1,1,31,0.626,0.777,26,12,0.626,1,0.777,1,26,12,5.1,"#f0a61d"
"4527","Rúben Neves","DM","WOL","11","2018/2019",1,0,2,1,38,1.468,0.777,30,12,1.468,2,0.777,1,30,12,5,"#f0a61d"
"4528","Rúben Neves","DM","WOL","12","2018/2019",0,0,2,1,40,1.5,0.777,32,12,1.5,2,0.777,1,32,12,5,"#f0a61d"
"4529","Rúben Neves","DM","WOL","13","2018/2019",0,0,2,1,41,1.739,0.793,34,13,1.739,2,0.793,1,34,13,5,"#f0a61d"
"4530","Rúben Neves","DM","WOL","14","2018/2019",0,0,2,1,42,1.822,0.793,39,13,1.822,2,0.793,1,39,13,5,"#f0a61d"
"4531","Rúben Neves","DM","WOL","15","2018/2019",0,0,2,1,42,1.822,0.793,39,13,1.822,2,0.793,1,39,13,5,"#f0a61d"
"4532","Rúben Neves","DM","WOL","16","2018/2019",0,0,2,1,45,1.932,0.835,41,14,1.932,2,0.835,1,41,14,5,"#f0a61d"
"4533","Rúben Neves","DM","WOL","17","2018/2019",0,0,2,1,48,1.955,0.835,42,14,1.955,2,0.835,1,42,14,5,"#f0a61d"
"4534","Rúben Neves","DM","WOL","18","2018/2019",0,0,2,1,50,1.985,0.835,44,14,1.985,2,0.835,1,44,14,5,"#f0a61d"
"4535","Rúben Neves","DM","WOL","19","2018/2019",0,0,2,1,50,1.985,0.835,44,14,1.985,2,0.835,1,44,14,5,"#f0a61d"
"4536","Rúben Neves","DM","WOL","20","2018/2019",0,0,2,1,52,2.001,0.873,45,15,2.001,2,0.873,1,45,15,4.9,"#f0a61d"
"4537","Rúben Neves","DM","WOL","21","2018/2019",0,0,2,1,53,2.022,0.873,46,15,2.114,2,0.873,1,50.294,15,4.9,"#f0a61d"
"4538","Rúben Neves","DM","WOL","22","2018/2019",0,0,2,1,55,2.035,0.873,47,15,2.127,2,0.873,1,51.294,15,4.9,"#f0a61d"
"4539","Rúben Neves","DM","WOL","23","2018/2019",0,1,2,2,61,2.077,1.421,50,18,2.169,2,1.421,2,54.294,18,4.9,"#f0a61d"
"4540","Rúben Neves","DM","WOL","24","2018/2019",0,0,2,2,63,2.185,1.421,54,18,2.277,2,1.421,2,58.294,18,4.9,"#f0a61d"
"4541","Rúben Neves","DM","WOL","25","2018/2019",1,0,3,2,69,2.946,1.421,55,18,3.704,3.875,1.421,2,60.169,18,4.9,"#f0a61d"
"4542","Rúben Neves","DM","WOL","26","2018/2019",0,0,3,2,71,2.964,1.46,56,20,3.722,3.875,1.46,2,61.169,20,4.9,"#f0a61d"
"4543","Rúben Neves","DM","WOL","27","2018/2019",0,0,3,2,72,3.009,1.507,58,21,3.767,3.875,1.507,2,63.169,21,4.9,"#f0a61d"
"4544","Rúben Neves","DM","WOL","28","2018/2019",0,0,3,2,74,3.038,1.507,60,21,3.796,3.875,1.507,2,65.169,21,4.9,"#f0a61d"
"4545","Rúben Neves","DM","WOL","29","2018/2019",0,0,3,2,74,3.038,1.507,60,21,3.796,3.875,1.507,2,65.169,21,4.9,"#f0a61d"
"4546","Rúben Neves","DM","WOL","30","2018/2019",0,0,3,2,76,3.038,1.507,60,21,3.796,3.875,1.507,2,65.169,21,4.9,"#f0a61d"
"4547","Rúben Neves","DM","WOL","32","2018/2019",0,0,3,2,77,3.066,1.507,61,21,3.824,3.875,1.507,2,66.169,21,4.9,"#f0a61d"
"4548","Rúben Neves","DM","WOL","32","2018/2019",0,0,3,2,79,3.101,1.545,63,22,3.862,3.875,1.548,2,68.338,22.084,4.9,"#f0a61d"
"4549","Rúben Neves","DM","WOL","34","2018/2019",0,0,3,2,81,3.173,1.545,67,22,3.957,3.875,1.548,2,73.632,22.084,4.9,"#f0a61d"
"4550","Rúben Neves","DM","WOL","35","2018/2019",0,0,3,2,84,3.201,1.545,69,22,3.985,3.875,1.548,2,75.632,22.084,4.9,"#f0a61d"
"4551","Rúben Neves","DM","WOL","35","2018/2019",1,0,4,2,93,3.36,1.585,71,23,4.144,4.875,1.588,2,77.632,23.084,4.9,"#f0a61d"
"4552","Rúben Neves","DM","WOL","36","2018/2019",0,1,4,3,99,3.367,1.883,72,24,4.152,4.875,1.886,3,78.632,24.084,4.9,"#f0a61d"
"4553","Rúben Neves","DM","WOL","37","2018/2019",0,0,4,3,102,3.394,1.883,74,24,4.178,4.875,1.886,3,80.632,24.084,4.9,"#f0a61d"
"4554","Rúben Neves","DM","WOL","38","2018/2019",0,0,4,3,104,3.394,1.883,74,24,4.178,4.875,1.886,3,80.632,24.084,4.9,"#f0a61d"
"4555","Rui Pedro Patrício","GK","WOL","1","2018/2019",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4.5,"#f0a61d"
"4556","Rui Pedro Patrício","GK","WOL","2","2018/2019",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4.5,"#f0a61d"
"4557","Rui Pedro Patrício","GK","WOL","3","2018/2019",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4.5,"#f0a61d"
"4558","Rui Pedro Patrício","GK","WOL","4","2018/2019",0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4.5,"#f0a61d"
"4559","Rui Pedro Patrício","GK","WOL","5","2018/2019",0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,4.5,"#f0a61d"
"4560","Rui Pedro Patrício","GK","WOL","6","2018/2019",0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4.5,"#f0a61d"
"4561","Rui Pedro Patrício","GK","WOL","7","2018/2019",0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,4.5,"#f0a61d"
"4562","Rui Pedro Patrício","GK","WOL","8","2018/2019",0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,4.5,"#f0a61d"
"4563","Rui Pedro Patrício","GK","WOL","9","2018/2019",0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,4.6,"#f0a61d"
"4564","Rui Pedro Patrício","GK","WOL","10","2018/2019",0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,4.6,"#f0a61d"
"4565","Rui Pedro Patrício","GK","WOL","11","2018/2019",0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,4.6,"#f0a61d"
"4566","Rui Pedro Patrício","GK","WOL","12","2018/2019",0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,4.6,"#f0a61d"
"4567","Rui Pedro Patrício","GK","WOL","13","2018/2019",0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,4.6,"#f0a61d"
"4568","Rui Pedro Patrício","GK","WOL","14","2018/2019",0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,4.6,"#f0a61d"
"4569","Rui Pedro Patrício","GK","WOL","15","2018/2019",0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,4.6,"#f0a61d"
"4570","Rui Pedro Patrício","GK","WOL","16","2018/2019",0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,4.6,"#f0a61d"
"4571","Rui Pedro Patrício","GK","WOL","17","2018/2019",0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,4.6,"#f0a61d"
"4572","Rui Pedro Patrício","GK","WOL","18","2018/2019",0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,4.6,"#f0a61d"
"4573","Rui Pedro Patrício","GK","WOL","19","2018/2019",0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,4.6,"#f0a61d"
"4574","Rui Pedro Patrício","GK","WOL","20","2018/2019",0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,4.6,"#f0a61d"
"4575","Rui Pedro Patrício","GK","WOL","21","2018/2019",0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,4.5,"#f0a61d"
"4576","Rui Pedro Patrício","GK","WOL","22","2018/2019",0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,4.5,"#f0a61d"
"4577","Rui Pedro Patrício","GK","WOL","23","2018/2019",0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,4.5,"#f0a61d"
"4578","Rui Pedro Patrício","GK","WOL","24","2018/2019",0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,4.5,"#f0a61d"
"4579","Rui Pedro Patrício","GK","WOL","25","2018/2019",0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,4.5,"#f0a61d"
"4580","Rui Pedro Patrício","GK","WOL","26","2018/2019",0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,4.5,"#f0a61d"
"4581","Rui Pedro Patrício","GK","WOL","27","2018/2019",0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,4.5,"#f0a61d"
"4582","Rui Pedro Patrício","GK","WOL","28","2018/2019",0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,4.5,"#f0a61d"
"4583","Rui Pedro Patrício","GK","WOL","29","2018/2019",0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,4.5,"#f0a61d"
"4584","Rui Pedro Patrício","GK","WOL","30","2018/2019",0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,4.5,"#f0a61d"
"4585","Rui Pedro Patrício","GK","WOL","32","2018/2019",0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,4.5,"#f0a61d"
"4586","Rui Pedro Patrício","GK","WOL","32","2018/2019",0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,4.5,"#f0a61d"
"4587","Rui Pedro Patrício","GK","WOL","34","2018/2019",0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,4.5,"#f0a61d"
"4588","Rui Pedro Patrício","GK","WOL","35","2018/2019",0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,4.5,"#f0a61d"
"4589","Rui Pedro Patrício","GK","WOL","35","2018/2019",0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,4.5,"#f0a61d"
"4590","Rui Pedro Patrício","GK","WOL","36","2018/2019",0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,4.5,"#f0a61d"
"4591","Rui Pedro Patrício","GK","WOL","37","2018/2019",0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,4.5,"#f0a61d"
"4592","Rui Pedro Patrício","GK","WOL","38","2018/2019",0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,4.5,"#f0a61d"
"4593","Mathew Ryan","GK","BHA","1","2018/2019",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4.5,"#076cf0"
"4594","Mathew Ryan","GK","BHA","2","2018/2019",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4.5,"#076cf0"
"4595","Mathew Ryan","GK","BHA","3","2018/2019",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4.5,"#076cf0"
"4596","Mathew Ryan","GK","BHA","4","2018/2019",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4.5,"#076cf0"
"4597","Mathew Ryan","GK","BHA","5","2018/2019",0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4.5,"#076cf0"
"4598","Mathew Ryan","GK","BHA","6","2018/2019",0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4.5,"#076cf0"
"4599","Mathew Ryan","GK","BHA","7","2018/2019",0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4.5,"#076cf0"
"4600","Mathew Ryan","GK","BHA","8","2018/2019",0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,4.5,"#076cf0"
"4601","Mathew Ryan","GK","BHA","9","2018/2019",0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,4.5,"#076cf0"
"4602","Mathew Ryan","GK","BHA","10","2018/2019",0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,4.5,"#076cf0"
"4603","Mathew Ryan","GK","BHA","11","2018/2019",0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,4.5,"#076cf0"
"4604","Mathew Ryan","GK","BHA","12","2018/2019",0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,4.6,"#076cf0"
"4605","Mathew Ryan","GK","BHA","13","2018/2019",0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,4.6,"#076cf0"
"4606","Mathew Ryan","GK","BHA","14","2018/2019",0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,4.6,"#076cf0"
"4607","Mathew Ryan","GK","BHA","15","2018/2019",0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,4.6,"#076cf0"
"4608","Mathew Ryan","GK","BHA","16","2018/2019",0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,4.6,"#076cf0"
"4609","Mathew Ryan","GK","BHA","17","2018/2019",0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,4.6,"#076cf0"
"4610","Mathew Ryan","GK","BHA","18","2018/2019",0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,4.5,"#076cf0"
"4611","Mathew Ryan","GK","BHA","19","2018/2019",0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,4.5,"#076cf0"
"4612","Mathew Ryan","GK","BHA","20","2018/2019",0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,4.5,"#076cf0"
"4613","Mathew Ryan","GK","BHA","21","2018/2019",0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,4.4,"#076cf0"
"4614","Mathew Ryan","GK","BHA","22","2018/2019",0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,4.4,"#076cf0"
"4615","Mathew Ryan","GK","BHA","23","2018/2019",0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,4.4,"#076cf0"
"4616","Mathew Ryan","GK","BHA","24","2018/2019",0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,4.4,"#076cf0"
"4617","Mathew Ryan","GK","BHA","25","2018/2019",0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,4.4,"#076cf0"
"4618","Mathew Ryan","GK","BHA","26","2018/2019",0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,4.4,"#076cf0"
"4619","Mathew Ryan","GK","BHA","28","2018/2019",0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,4.4,"#076cf0"
"4620","Mathew Ryan","GK","BHA","29","2018/2019",0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,4.4,"#076cf0"
"4621","Mathew Ryan","GK","BHA","30","2018/2019",0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,4.4,"#076cf0"
"4622","Mathew Ryan","GK","BHA","32","2018/2019",0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,4.4,"#076cf0"
"4623","Mathew Ryan","GK","BHA","32","2018/2019",0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,4.4,"#076cf0"
"4624","Mathew Ryan","GK","BHA","34","2018/2019",0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,4.4,"#076cf0"
"4625","Mathew Ryan","GK","BHA","34","2018/2019",0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,4.4,"#076cf0"
"4626","Mathew Ryan","GK","BHA","35","2018/2019",0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,4.4,"#076cf0"
